case_number,year,century,sex,age,country,area,location,activity,type_attack,species
1913.05.02,1913,XX,Male,Unknown,Australia,New South Wales,Unknown,Hauling in net,Provoked,Unknown
1913.03.27,1913,XX,Male,Unknown,Samoa,Upolu Island,Apia Harbor,Unknown,Unprovoked,Unknown
1913.01.00,1913,XX,Male,Unknown,Australia,Torres Strait,Thursday Island,Diving,Unprovoked,Tiger shark 
1913.00.00.d,1913,XX,Male,Unknown,Reunion,Saint-Denis,Barachoise bridge,Swimming after his hat,Unprovoked,Unknown
1913.00.00.c,1913,XX,Male,Unknown,Reunion,5aint-Denis,Barachois,Swimming,Unprovoked,Unknown
1913.00.00.a,1913,XX,Male,Unknown,Australia,Victoria,Brighton,Unknown,Unprovoked,Unknown
1912.08.30,1912,XX,Male,Teen,Usa,Georgia,"Tybee Island, Chatham County",Swimming,Unprovoked,Unknown
1912.07.23,1912,XX,Male,Unknown,Usa,South Carolina,Sullivan's Island,Swimming,Unprovoked,8' shark
1912.07.06.R,1912,XX,Male,Unknown,Solomon Islands,Central Province,Savo,Bathing,Unprovoked,Unknown
1912.05.04,1912,XX,Male,Unknown,South Africa,KwaZulu-Natal,Durban,Unknown,Invalid,Unknown
1912.03.18,1912,XX,Male,Unknown,New Zealand,North Island,Takapuna,Swimming,Unprovoked,Unknown
1912.02.22,1912,XX,Male,Unknown,Australia,Western Australia,Bunbury,Hard hat diving,Provoked,Unknown
1912.02.19,1912,XX,Male,Teen,Australia,New South Wales,Coogee,Swimming,Unprovoked,Unknown
1912.02.03,1912,XX,Male,Unknown,New Caledonia,South Province,Noumea,Swimming,Unprovoked,Unknown
1912.01.26,1912,XX,Male,Young,Australia,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney ",Swimming,Unprovoked,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut"
1912.01.13.R,1912,XX,Male,Children,Fiji,Viti Levu group,Beqa,Washed overboard,Unprovoked,Unknown
1912.01.06,1912,XX,Male,Unknown,Australia,New South Wales,Sydney Harbor,Unknown,Unprovoked,"C. macrurus captured 48 hours after attack with tissue removed from man in its gut; species identified by G.P. Whitley,  reported as C. obscurus by  R. Steel"
1912.01.01,1912,XX,Male,Unknown,Australia,Queensland,Ross Creek,Bathing,Unprovoked,Unknown
1912.00.00,1912,XX,Male,Unknown,Spain,Balearics,Isla Cabrera,Fell into the water,Unprovoked,White shark
1911.11.08,1911,XX,Male,Unknown,Usa,Florida,"Pensacola Bay, Escambia County",Unknown,Invalid,Unknown
1911.10.26,1911,XX,Male,Unknown,Usa,South Carolina,Off Charleston,Fell overboard from steamship Rio Grande,Unprovoked,Unknown
1911.10.25,1911,XX,Male,Young,Australia,Queensland,Great Barrier Reef,Diving,Unprovoked,Unknown
1911.09.23,1911,XX,Male,Unknown,Usa,Texas,Galveston Ship Channel,Jumped overboard to rescue companion,Unprovoked,Unknown
1911.09.20,1911,XX,Male,Unknown,Usa,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,Unprovoked,Unknown
1911.09.17,1911,XX,Male,Unknown,Usa,Florida,"Pablo Beach, Jacksonville, Duval County",Bathing,Unprovoked,Unknown
1911.07.31.R,1911,XX,Male,Unknown,Spain,M�laga ,Ceuta,Bathing,Unprovoked,Unknown
1911.07.16.R,1911,XX,Male,Unknown,Usa,Delaware,Delaware Lightship,Fishing,Provoked,Unknown
1911.05.09,1911,XX,Male,Senior,South Africa,Western Cape Province,Victoria Bay,Bathing,Unprovoked,Unknown
1911.05.01.R,1911,XX,Male,Unknown,Usa,Texas,"Rockport, Aransas County",Fishing,Provoked,5' shark
1911.05.01,1911,XX,Male,Unknown,South Africa,Western Cape Province,Victoria Bay,Swimming,Unprovoked,Unknown
1911.04.08.R,1911,XX,Unknown,Unknown,New Zealand,Chatham Islands,Unknown,Fishing,Boating,Unknown
1911.03.29.R,1911,XX,Male,Unknown,Australia,Torres Strait,Thursday Island,Swimming,Unprovoked,Unknown
1911.01.04,1911,XX,Male,Young,Australia,Western Australia,Off Legendre Island,3-masted steel barque Glenbank foundered during a cyclone,Sea Disaster,Unknown
1911.00.00.b,1911,XX,Male,Unknown,Usa,Texas,"Texas City, Galveston",Swimming,Unprovoked,Unknown
1911.00.00.a,1911,XX,Male,Adult,New Zealand,North Island,"Manukau Harbor, 6 miles south of Auckland",Fishing,Unprovoked,Unknown
1910.12.25.R,1910,XX,Male,Unknown,Croatia, Primorje-Gorski Kotar County,Rijeka,Unknown,Invalid,Unknown
1910.12.23.R,1910,XX,Male,Unknown,Australia,Western Australia,Fremantle,Shipwrecked pearling schooner,Sea Disaster,Unknown
1910.11.28,1910,XX,Male,Unknown,North Atlantic Ocean,Georges Bank,Unknown,Fishing,Provoked,Angel shark
1910.11.24,1910,XX,Male,Unknown,Australia,Queensland,Mackay,Bathing,Unprovoked,Said to involve  9' blue shark
1910.06.25.R,1910,XX,Male,Unknown,Mexico,Unknown,LaBarra,Swimming,Unprovoked,Unknown
1910.06.08.R,1910,XX,Unknown,Unknown,Mozambique,Zambesi River,Portuguese territory,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",Sea Disaster,Unknown
1910.05.16.R,1910,XX,Male,Unknown,Usa,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County","Unknown, their unoccupied yawlboat was recovered",Invalid,Unknown
1910.03.31,1910,XX,Male,Unknown,Panama,Col�n Province,Cristobal,Fell overboard from USS cruiser Tacoma,Unprovoked,Unknown
1910.03.08,1910,XX,Male,Unknown,New Zealand,North Island,"Waikanae Beach, Gisborne",Swimming,Unprovoked,6' shark
1910.03.00,1910,XX,Male,Unknown,Usa,Hawaii,"Pearl Harbor, O'ahu","Hard hat diving, laying some charge of powder",Invalid,Unknown
1910.02.16,1910,XX,Male,Unknown,Australia,Western Australia,Bunbury,Surf bathing,Unprovoked,5.5' to 6' shark
1910.01.26,1910,XX,Male,Unknown,Australia,New South Wales,Newcastle Harbor,Unknown,Unprovoked,Unknown
1910.00.00.b,1910,XX,Male,Unknown,Usa,Hawaii,"Hilo, Hawai'i","Fishing, thrown into water by heavy sea, clinging to rocks at the water line",Invalid,Unknown
1910.00.00.a,1910,XX,Male,Unknown,Philippines,Luzon Island,"Polinao Point, Manila",Swimming,Unprovoked,6 m [20'] shark
1909.12.26.R,1909,XX,Male,Unknown,Usa,Florida,"16 miles north of Fort Pierce Inlet, Indian River County ",Unknown,Unprovoked,Unknown
1909.12.15.R,1909,XX,Male,Unknown,Australia,New South Wales,20 miles off Sydney,Fell overboard,Unprovoked,Unknown
1909.12.05,1909,XX,Male,Unknown,Australia,New South Wales,Bondi,Fishing,Provoked,7' shark
1909.11.14,1909,XX,Unknown,Unknown,Indonesia,30 nm from Singapore,Rhio Strait,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Onda�s boats,Sea Disaster,Unknown
1909.09.04.R,1909,XX,Male,Unknown,Usa,Delaware,"Lewes, Sussex County",Seine netting,Provoked,5' shark
1909.08.13,1909,XX,Male,Unknown,Usa,Florida,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner Halycon,Unprovoked,Unknown
1909.07.24,1909,XX,Male,Unknown,Usa,New York,Rockaway,Fell overboard while fishing for sharks,Unprovoked,Unknown
1909.07.15,1909,XX,Male,Teen,Usa,Florida,"Panama City, Bay County",Swimming,Unprovoked,Unknown
1909.06.26.a.R,1909,XX,Female,Unknown,Mexico,Guerrero,Zacatula,Bathing,Unprovoked,Unknown
1909.06.26.b.R,1909,XX,Male,Unknown,South Africa,Western Cape Province,Cape Town,Unknown,Unprovoked,18-foot shark
1909.06.18,1909,XX,Male,Unknown,Australia,Queensland,"Middleton Reef, 300 nm from Brisbane","1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",Sea Disaster,Unknown
1909.04.27.R,1909,XX,Male,Unknown,Spain,Andalucia,"Puente Mayorga, San Roque, C�diz",Fishing,Provoked,Unknown
1909.04.10,1909,XX,Female,Teen,Usa,Hawaii,"Pa'uwela, Maui",Reported swept away by waves while gathering opihi,Invalid,Unknown
1909.04.09.R,1909,XX,Male,Unknown,Tunisia,Sfax,Unknown,Diving (Helmet) for sponges,Unprovoked,Unknown
1909.03.06,1909,XX,Female,Unknown,South Africa,South Atlantic Ocean,Possession Island,Wreck of the 1308-ton Norwegian ship Auckland,Sea Disaster,Unknown
1909.01.17,1909,XX,Male,Adult,Nan,Unknown,Near the equator,Jumped overboard ,Invalid,Unknown
1909.01.00,1909,XX,Unknown,Unknown,Italy,Sicily,"Off Capo San Croce, near Augusta (Catania)","On December 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in Silcily and southern Italy, killing more than 100,000 people",Invalid,Unknown
1909.00.00,1909,XX,Unknown,Unknown,Australia,New South Wales,Woy Woy,Unknown,Unprovoked,Unknown
1908.12.31,1908,XX,Male,Teen,South Africa,Western Cape Province,Stilbaai,Swimming,Unprovoked,Unknown
1908.12.16.R,1908,XX,Male,Unknown,Mexico,Quintana Roo,Unknown,Swimming ashore from capsized boat,Unprovoked,Unknown
1908.09.21,1908,XX,Male,Unknown,Australia,Torres Strait,Thursday Island,Fell from the jetty,Unprovoked,Remains recovered from 3 sharks
1908.09.05,1908,XX,Male,Unknown,Usa,California,"Redondo, Los Angeles County",On fishing boat & trailing hand in the water,Unprovoked,Unknown
1908.08.28.R,1908,XX,Male,Unknown,Spain,Galicia,Cape Finisterre,Fell overboard from P&O steamship Arabia,Unprovoked,Unknown
1908.07.18.R,1908,XX,Unknown,Unknown,Spain,Canary Islands,"Tazacorte, La Palma",Unknown,Invalid,Unknown
1908.07.08.R,1908,XX,Female,Unknown,Croatia,Adriatic Sea,Medola,Boating,Unprovoked,"Species unknown, possible white shark"
1908.06.18,1908,XX,Male,Unknown,Egypt,Gulf of Suez,Off Ras Gharib,The 168-ton Belmore foundered in heavy seas,Unprovoked,Unknown
1908.06.08,1908,XX,Male,Unknown,Usa,Georgia,Unknown,The British steamer Caribbee foundered,Sea Disaster,Unknown
1908.06.02.R,1908,XX,Unknown,Unknown,Papua New Guinea,New Britain,Matupi,.,Sea Disaster,Allegedly a 33-foot shark
1908.05.13,1908,XX,Unknown,Unknown,Indonesia,Java,Jakarta Harbor,native boats sunk in storm,Sea Disaster,Unknown
1908.05.10,1908,XX,Male,Unknown,Usa,Florida," Marathon, Monroe County",Unknown,Invalid,Unknown
1908.01.08,1908,XX,Male,Unknown,Usa,Hawaii,"Mana, Kaua'i",Gathering fish stunned by dynamite,Unprovoked,Unknown
1907.12.21,1907,XX,Male,Unknown,Australia,New South Wales,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",Bathing,Unprovoked,Bull shark
1907.10.18.R,1907,XX,Male,Unknown,Australia,Torres Strait,Near Thursday Island,Bathing,Unprovoked,Unknown
1907.10.16.R,1907,XX,Male,Unknown,China,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",Fishing,Unprovoked,Shark involvement probable
1907.10.14,1907,XX,Male,Unknown,Australia,New South Wales,"Merewether Beach, near Newcastle",Bathing,Unprovoked,Unknown
1907.10.12,1907,XX,Male,Unknown,Haiti,Tiburon Peninsula,Aux Cayes (now Les Cayes),Reached out to disentangle rope & fell overboard,Invalid,Unknown
1907.10.08,1907,XX,Male,Unknown,Usa,Hawaii," Kalepolepo, Kihei, Maui","Diving, retrieving fish caught in net ",Unprovoked,Unknown
1907.09.18.R,1907,XX,Male,Unknown,England,English Channel,Unknown,Swimming,Invalid,Unknown
1907.09.11,1907,XX,Female,Unknown,Croatia," Split-Dalmatia Count,","Sucurja, Hvar Island,",Swimming,Unprovoked,Unknown
1907.08.12.b..R,1907,XX,Female,Unknown,Croatia, Primorje-Gorski Kotar County,Krk Island,Swimming,Unprovoked,Unknown
1907.08.12.a..R,1907,XX,Male,Unknown,Croatia, Primorje-Gorski Kotar County,Krk Island,Swimming,Unprovoked,Unknown
1907.08.08.R,1907,XX,Male,Unknown,Usa,New Jersey,Lower Delaware Bay,Wading,Unprovoked,Unknown
1907.07.14.R,1907,XX,Female,Unknown,Croatia," Split-Dalmatia Count,","Su?uraj, Hvar Island",Swimming,Unprovoked,Unknown
1907.07.04.R,1907,XX,Male,Unknown,Australia,Queensland,Karra Garra,.,Invalid,Unknown
1907.07.00,1907,XX,Male,Unknown,Usa,South Carolina,Small creek near Coles Island,Floating in creek,Unprovoked,1.5 m [5'] shark
1907.04.20,1907,XX,Male,Unknown,Mexico,Oaxaca,Salina Cruz,Bathing,Unprovoked,Unknown
1907.03.26,1907,XX,Male,Unknown,Usa,Florida,"Garden Key, Charlotte County","Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",Unprovoked,Unknown
1907.03.07,1907,XX,Male,Unknown,Malta,Harare Province,Marsaskala,Fishing,Unprovoked,"White shark, 6 m "
1907.02.09,1907,XX,Male,Unknown,Philippines,Luzon Island,Manila Bay,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",Unprovoked,Unknown
1907.02.05,1907,XX,Male,Adult,New Zealand,South Island,Port Moeraki,Standing,Unprovoked,Unknown
1907.02.03,1907,XX,Male,Teen,Australia,Queensland,Ross Creek,Bathing,Unprovoked,Unknown
1907.00.00.b,1907,XX,Male,Young,Vietnam,Kh�nh H�a Province,Nha Trang,Fishing,Unprovoked,Unknown
1907.00.00.a,1907,XX,Male,Unknown,Usa,Hawaii,"Pepe'ekeo, Honomu, Hawai'i","Net fishing, fell into the water",Unprovoked,Unknown
1906.11.16,1906,XX,Male,Unknown,Jamaica,Westmoreland Parish,Cabaritta River mouth,Fishing,Unprovoked,Unknown
1906.10.10.d.R,1906,XX,Male,Unknown,Usa,Hawaii,Unknown,Unknown,Unprovoked,Unknown
1906.10.10.c.R,1906,XX,Male,Unknown,Usa,Hawaii,Unknown,Swimming,Unprovoked,Unknown
1906.10.10.b.R,1906,XX,Male,Unknown,Usa,Hawaii,Unknown,Diving,Unprovoked,Unknown
1906.10.10.a.R,1906,XX,Male,Unknown,Usa,Hawaii,Unknown,Swimming,Unprovoked,Unknown
1906.09.27.R.b,1906,XX,Male,Unknown,Indonesia,Java,Lorok Bay,Swimming,Unprovoked,Unknown
1906.09.27.R.a,1906,XX,Male,Unknown,Indonesia,Java,Lorok Bay,Swimming,Unprovoked,Unknown
1906.09.05.R,1906,XX,Male,Unknown,Australia,Torres Strait,Mabiuag,Swimming,Unprovoked,Unknown
1906.09.00,1906,XX,Male,Unknown,Usa,California,"Avalon, Los Angeles County",Fishing,Provoked,"Shortfin mako shark, 175-lb "
1906.08.20,1906,XX,Male,Unknown,Yemen,Aden,Unknown,Diving around anchored liner,Unprovoked,Unknown
1906.08.04,1906,XX,Male,Unknown,Usa,Maryland,"Tangier Sound, Somerset County",Fell overboard,Unprovoked,Remains recovered 5 days later
1906.07.05.R,1906,XX,Male,Unknown,Usa,Mississippi,"Bay St. Louis, Hancock County",Swimming,Unprovoked,Fishermen recovered partial remains from shark a week later
1906.07.00,1906,XX,Male,Unknown,Mozambique,Maputo Province,Lourenco Marques,Unknown,Invalid,Unknown
1906.04.27.R,1906,XX,Male,Unknown,Indonesia,Maluku Province,Aru Islands,Hard hat diving,Unprovoked,Unknown
1906.04.16,1906,XX,Male,Unknown,Australia,Victoria,Western Port Bay,Shooting sharks ,Provoked,13' shark
1906.04.14,1906,XX,Male,Teen,Australia,Queensland,Lizard Island,Diving for beche-de-mer ,Unprovoked,Unknown
1906.04.10.R.a & b,1906,XX,Male,Unknown,Indonesia,Unknown,40 miles from Tahane Island,The schooner Tahitienne foundered in a hurricane,Sea Disaster,Unknown
1906.04.02.R,1906,XX,Male,Teen,Australia,New South Wales,Moodie Beach,.,Invalid,Unknown
1906.02.14.R,1906,XX,Male,Unknown,New Zealand,North Island,Mototapu Island,Swimming,Invalid,Unknown
1906.01.28,1906,XX,Male,Old,Australia,New South Wales,Georges River,Bathing,Unprovoked,Unknown
1906.01.20,1906,XX,Male,Young,South Africa,KwaZulu-Natal,"Battery Beach, Durban",Washing horses,Unprovoked,1.8 m to 2.7 m [6' to 9'] shark
1905.12.31,1905,XX,Male,Unknown,South Africa,KwaZulu-Natal,"Back Beach, Durban",Floating or standing,Unprovoked,2.4 m [8'] shark
1905.12.29,1905,XX,Male,Unknown,Australia,Western Australia,Geraldton,Bathing,Invalid,Shark involvement not confirmed
1905.11.17.R,1905,XX,Male,Unknown,Mediterranean Sea,Unknown,Unknown,A man's head found in a shark caught by British steamer Syria,Invalid,Unknown
1905.09.29,1905,XX,Male,Unknown,Australia,New South Wales,"Waverly, Sydney",Swimming,Unprovoked,Unknown
1905.08.00.b,1905,XX,Male,Unknown,Usa,New Jersey,"Atlantic City, Atlantic County",Swimming from naptha launch after a day of fishing,Unprovoked,Unknown
1905.08.00.a,1905,XX,Male,Young,Philippines,Luzon Island,Manila Bay,Bathing,Unprovoked,Unknown
1905.07.29,1905,XX,Male,Teen,Usa,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt",Wading,Unprovoked,Unknown
1905.07.25.R,1905,XX,Male,Children,Italy,Unknown,Naples,Unknown,Invalid,Unknown
1905.07.00,1905,XX,Male,Unknown,Usa,North Carolina,"Ocracoke, Hyde County",Fishing,Unprovoked,Unknown
1905.05.22,1905,XX,Male,Unknown,Usa,Florida,"Pablo Beach, Jacksonville, Duval County",Swimming,Unprovoked,Unknown
1905.04.06,1905,XX,Male,Young,South Africa,KwaZulu-Natal,"Back Beach, Durban",Swimming,Unprovoked,Unknown
1905.03.26,1905,XX,Male,Adult,Australia,New South Wales,Lismore,Bathing,Unprovoked,5' shark
1905.03.25,1905,XX,Unknown,Unknown,Australia,Tasmania,Bridport,Bathing,Invalid,Unknown
1905.02.10,1905,XX,Male,Young,Australia,Victoria,Elwood,Bathing,Invalid,Unknown
1905.01.01,1905,XX,Male,Adult,Australia,Victoria,Elwood,Bathing,Invalid,Unknown
1905.00.00,1905,XX,Unknown,Unknown,Usa,North Carolina,"Cape Lookout, Carteret County",Harpooning turtles,Boating,20' shark
1904.11.02,1904,XX,Male,Unknown,Philippines,Luzon Island,"Inner Harbor, Olongapo",Bathing alongside US Naval ship,Unprovoked,Unknown
1904.10.11.R,1904,XX,Male,Unknown,Indian Ocean,Between Noumea & Sydney,Unknown,Fell overboard,Unprovoked,Unknown
1904.09.00,1904,XX,Male,Unknown,Cuba,Havana Province,Havana Harbor,Lost his footing & fell overboard,Unprovoked,Unknown
1904.08.00,1904,XX,Male,Unknown,Cuba,Villa Clara Province,Caibarien Harbor,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",Unprovoked,Unknown
1904.07.28,1904,XX,Male,Unknown,Usa,New Jersey,"Shrewsbury River,  Monmouth County",Sailing,Unprovoked,Unknown
1904.07.27,1904,XX,Male,Unknown,Usa,Texas,Unknown,Swimming,Unprovoked,Unknown
1904.07.01.R,1904,XX,Male,Unknown,Italy,Ancona Province,Ancona,Swimming,Unprovoked,Unknown
1904.02.07,1904,XX,Male,Unknown,Australia,Queensland,Brisbane,Swimming after his hat,Unprovoked,Unknown
1904.02.04,1904,XX,Male,Young,New Zealand,North Island,Waitara,Swimming,Unprovoked,Unknown
1904.01.23,1904,XX,Male,Unknown,New Caledonia,South Province,Noumea,Bathing,Unprovoked,Unknown
1904.00.00.c,1904,XX,Male,Unknown,Usa,Unknown,Unknown,Diving on a wreck,Invalid,Unknown
1904.00.00.b,1904,XX,Male,Unknown,Philippines,Quezon,Tayabas,Bathing,Unprovoked,Unknown
1904.00.00.a,1904,XX,Male,Unknown,Usa,Hawaii,"Off Diamond Head, Honolulu, O'ahu",Swimming,Unprovoked,Unknown
1903.10.04,1903,XX,Male,Unknown,Cuba,Havana Province,Havana Harbor,Fell overboard,Unprovoked,Unknown
1903.09.16.R,1903,XX,Male,Unknown,Usa,New Jersey,"Atlantic City, Atlantic County",Fishing,Unprovoked,9' shark
1903.07.00,1903,XX,Male,Young,Falkland Islands,Unknown,Unknown,"Swimming, after falling overboard",Unprovoked,Unknown
1903.06.21,1903,XX,Male,Unknown,Australia,New South Wales,Georges River,Swimming,Unprovoked,Unknown
1903.05.04,1903,XX,Male,Unknown,Mexico,Veracruz,Coatzacoalcos,Bathing,Unprovoked,Unknown
1903.03.20.R,1903,XX,Male,Unknown,Australia,New South Wales,Sydney,Suicide,Unprovoked,Unknown
1903.03.12,1903,XX,Male,Unknown,Australia,Queensland,Logan River,Swimming,Unprovoked,Unknown
1903.01.10,1903,XX,Male,Unknown,Australia,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",Unknown,Unprovoked,Bull shark
1903.00.00.b,1903,XX,Male,Unknown,Crete,Unknown,Unknown,Sponge diving,Unprovoked,Unknown
1903.00.00.a,1903,XX,Male,Unknown,Usa,Hawaii,"Koko Head, south side of O'ahu Island",Fishing,Unprovoked,Unknown
1902.12.22.R,1902,XX,Male,Young,Nicaragua,Rio San Juan,Greytown,Swimming,Unprovoked,Unknown
1902.11.10,1902,XX,Male,Teen,Australia,New South Wales,"Middle Harbour, Sydney ",Swimming,Unprovoked,Unknown
1902.11.01.R,1902,XX,Male,Unknown,Usa,Texas,"Near Port Lavaca, Calhoun County",Fishing,Unprovoked,Unknown
1902.08.28.R,1902,XX,Male,Unknown,Italy,Calabria,Nicotera,Swimming,Unprovoked,Unknown
1902.08.24.R,1902,XX,Male,Unknown,Croatia,Istria County,Porec,Fishing,Boating,Unknown
1902.08.08,1902,XX,Male,Unknown,Usa,Hawaii,"Kalihi, O'ahu",Catching crabs,Unprovoked,Unknown
1902.07.15,1902,XX,Male,Unknown,Italy,Liguria,"Galliera dock, Genoa",Fishing,Provoked,Unknown
1902.07.06,1902,XX,Male,Unknown,Usa,New Jersey,"Atlantic City, Atlantic County",Swimming,Provoked,Unknown
1902.06.02,1902,XX,Male,Unknown,Philippines,Zamboanga del Sur Province,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island",Unknown,Unprovoked,Unknown
1902.06.00,1902,XX,Male,Unknown,Egypt,Mediterranean Sea,"Tzortzou Reef, Marsa Matruh",Sponge diving,Unprovoked,Unknown
1902.04.00,1902,XX,Male,Unknown,South Africa,Eastern Cape Province,Algoa Bay,Swimming,Invalid,Unknown
1902.02.22.R,1902,XX,Male,Unknown,New Zealand,North Island,Poverty Bay,Standing on ship deck,Provoked,Unknown
1902.01.25.R,1902,XX,Male,Unknown,Australia,New South Wales,Kerosene Bay,Dangling feet in the water,Unprovoked,Unknown
1902.01.19.R,1902,XX,Male,Unknown,South Africa,KwaZulu-Natal,Durban,Unknown,Invalid,Unknown
1902.01.19,1902,XX,Male,Teen,Australia,Queensland,Brisbane,Swimming,Unprovoked,Unknown
1901.12.01,1901,XX,Male,Children,Australia,Queensland,Brisbane,Bathing,Unprovoked,Unknown
1901.10.00,1901,XX,Male,Unknown,Philippines,Zamboanga del Sur Province, Port Isabela de Basilan,Taking catch from a fish weir in which the shark was snared,Unprovoked,Unknown
1901.09.23.R,1901,XX,Male,Teen,Cyprus,Southern Cyprus,Larnaca,Swimming,Unprovoked,2 m shark
1901.07.30,1901,XX,Male,Young,South Africa,Western Cape Province,Windmill Beach,Swimming,Unprovoked,White shark
1901.07.17,1901,XX,Male,Young,Italy,Syracuse,Capo Santa Croce,Swimming,Invalid,Unknown
1901.06.29.R,1901,XX,Male,Unknown,Yemen,Aden,Unknown,Diving around anchored liner,Invalid,Unknown
1901.06.24,1901,XX,Male,Unknown,Philippines,Western Viscayas,"Island of Panay, Iliolo",Swimming,Unprovoked,Unknown
1901.01.30,1901,XX,Male,Unknown,Australia,Queensland,Brisbane,Bathing,Unprovoked,Unknown
1901.00.00,1901,XX,Male,Unknown,Usa,Florida,Indian River Inlet / Fort Pierce Inlet,Bathing,Unprovoked,Unknown
1900.12.27,1900,XIX,Male,Unknown,Australia,New South Wales,"Middle Harbour, Sydney ",Bathing,Unprovoked,Unknown
1900.11.14,1900,XIX,Male,Young,South Africa,Western Cape Province,Three Anchor Bay,Swimming,Unprovoked,Unknown
1900.10.27,1900,XIX,Male,Unknown,South Africa,Western Cape Province,"Woodstock Beach, Cape Town",Swimming,Invalid,Unknown
1900.09.15,1900,XIX,Male,Unknown,Australia,Queensland,Townsville,Swimming,Unprovoked,Unknown
1900.09.13,1900,XIX,Male,Unknown,Usa,Rhode Island,Coddington Cove,Diving,Unprovoked, 
1900.09.05,1900,XIX,Male,Unknown,Usa,Hawaii,"Waikiki Beach, Oahu",Floating,Unprovoked,Unknown
1900.08.21,1900,XIX,Male,Unknown,Usa,North Carolina,"Southport, Brunswick County",Bathing,Unprovoked,Unknown
1900.07.31,1900,XIX,Male,Unknown,Croatia, Primorje-Gorski Kotar County,"Volosko, Opatija",Swimming,Unprovoked,Unknown
1900.07.14,1900,XIX,Male,Unknown,Usa,Hawaii,"Makapu'u Point, O'ahu",Hunting seashells,Invalid,Unknown
1900.07.00,1900,XIX,Unknown,Unknown,Usa,Connecticut,"Bridgeport, Fairfield County", ,Provoked,Unknown
1900.01.28,1900,XIX,Male,Unknown,Australia,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)","Standing, gathering oysters",Unprovoked,Unknown
1900.00.00.b,1900,XIX,Male,Unknown,Usa,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",Unknown,Unprovoked,Unknown
1900.00.00.a,1900,XIX,Male,Unknown,South Africa,Eastern Cape Province,Port Elizabeth,Swimming,Unprovoked,Unknown
1899.12.18,1899,XIX,Male,Unknown,Australia,Queensland,Tingalpa Creek,Fell into the water,Unprovoked,Unknown
1899.11.20,1899,XIX,Unknown,Unknown,Philippines,Mindoro Occidental,Off Lubang Island,Sea Disaster,Sea Disaster,Unknown
1899.10.12.b,1899,XIX,Male,Unknown,Libya,Mediterranean Sea,Off Bengasi,Diving,Unprovoked,Unknown
1899.10.12.a,1899,XIX,Male,Unknown,Libya,Mediterranean Sea,Off Bengasi,Sponge diving,Unprovoked,Unknown
1899.09.11.R,1899,XIX,Male,Unknown,Mexico,Tamaulipas,Tampico,Swimming,Unprovoked,Unknown
1899.08.23.R,1899,XIX,Male,Unknown,Usa,California,"Monterey Bay, Monterey County",Hunting sharks,Provoked,Basking shark
1899.08.15,1899,XIX,Male,Teen,Usa,Florida,"Trout River, Panama Park",Swimming,Unprovoked,3 m [10'] shark
1899.08.08.c,1899,XIX,Male,Children,Egypt,Mediterranean Sea,Port Said,Floating on his back,Unprovoked,Unknown
1899.08.08.b,1899,XIX,Male,Teen,Egypt,Mediterranean Sea,Port Said,Bathing,Unprovoked,Unknown
1899.08.08.a,1899,XIX,Male,Teen,Egypt,Mediterranean Sea,Port Said,Bathing,Unprovoked,Unknown
1899.07.08.R,1899,XIX,Male,Unknown,Bahamas,Unknown,Unknown,Fell overboard ,Unprovoked,Unknown
1899.06.07,1899,XIX,Male,Unknown,Italy,Calabria,Bagnara Calabra,Fishing,Provoked,70 kg shark
1899.06.02,1899,XIX,Male,Unknown,New Zealand,North Island,East Cape,Attempting to land a boat from the Hinemoa,Invalid,Shark involvement not confirmed
1899.05.28,1899,XIX,Male,Unknown,Philippines,Negros ,Escalante,Swimming,Invalid,Shark involvement not confirmed
1899.05.04.R,1899,XIX,Male,Unknown,Italy,Imperia Province,Bordighera,Bathing,Unprovoked,Unknown
1899.01.28,1899,XIX,Female,Teen,Australia,New South Wales,Newcastle,Bathing,Invalid,Unknown
1899.00.00.c,1899,XIX,Male,Unknown,South Africa,KwaZulu-Natal,Durban,Dangling feet in the water,Unprovoked,Unknown
