original order,Year,Type,Country,Area,Activity,Sex,Age,Fatal (Y/N),Species ,Investigator or Source
4903.0,2007.0,Provoked,NEW ZEALAND,Cook islans,Spearfishing,M,16.0,N,shark,"R. Weeks, GSAF"
4904.0,2007.0,Unprovoked,USA,Florida,Surfing,M,29.0,N,Other,"J. Ashton, T.C. Palm, 3/12/2007"
4905.0,2007.0,Unprovoked,AUSTRALIA,Queensland,Swimming,F,59.0,N,shark,ABC News Online
4906.0,2007.0,Provoked,USA,Florida,Shark fishing,M,,N,shark,Associated Press
4907.0,2007.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,42.0,N,shark,"Gold Coast Bulletin, 3/21/2007"
4908.0,2007.0,Unprovoked,USA,Florida,Surfing,M,11.0,N,shark,"TCPalm, 3/23/2007 "
4909.0,2007.0,Unprovoked,YEMEN,Muhafazat Hadramawt,Other,unknown,,Y,Other,"United Nations High Commission for Refugees, 3/26/2007"
4910.0,2007.0,Unprovoked,USA,Florida,Other,M,,N,Other,"Palm Beach Post, 3/31/2007"
4911.0,2007.0,Unprovoked,USA,Florida,Surfing,M,27.0,N,shark,"Palm Beach Post, 3/31/2007; Sun Sentinel, 4/3/2007"
4912.0,2007.0,Unprovoked,USA,Florida,Playing,M,,N,Other,"S. Petersohn, GSAF; WESH 2, 4/1/2007; Local6news.com, 4/3/2007"
4913.0,2007.0,Unprovoked,NEW CALEDONIA,South Province,Surfing,M,26.0,N,shark,"Les Nouvelles Calédoniennes, 4/11/2007"
4914.0,2007.0,Boat,USA,Florida,Fishing,unknown,,N,shark,"Florida Today, 4/13/2007; A. Brenneka"
4915.0,2007.0,Unprovoked,USA,Florida,Surfing,M,24.0,N,shark,"Florida Today, 4/21/2007"
4916.0,2007.0,Unprovoked,USA,Florida,Body boarding,M,12.0,N,spinner shark,"Sun-Sentinel, 4/23/2007"
4917.0,2007.0,Unprovoked,AUSTRALIA,Queensland,Swimming,F,13.0,N,small shark,"news.com.au, 4/29/2007"
4918.0,2007.0,Provoked,BAHAMAS,Bimini Islands,Other,F,20.0,N,shark,S. Garcia
4919.0,2007.0,Sea Disaster,TURKS & CAICOS,Providenciales,Other,unknown,,Y,Other,CNN
4920.0,2007.0,Unprovoked,USA,Florida,Swimming,M,68.0,N,shark,"Naples News, 5/10/2007"
4921.0,2007.0,Unprovoked,USA,Hawaii,Snorkeling,F,63.0,N,shark,"G. Kubota, Honolulu Star Bulletin, 5/8/2007"
4922.0,2007.0,Invalid,AUSTRALIA,New South Wales,Swimming,M,45.0,,Other,"NineMSNews, 5/10/2007"
4923.0,2007.0,Unprovoked,SEYCHELLES,Bird Island,Snorkeling,M,,N,shark,Seychelles Forum
4924.0,2007.0,Unprovoked,USA,Florida,Surfing,F,21.0,N,shark,J. Manis
4925.0,2007.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,19.0,N,shark,"The Standard, 5/15/2007"
4926.0,2007.0,Unprovoked,AUSTRALIA,Western Australia,Wading,F,38.0,N,shark,"The Western Australian, 5/16/2007"
4927.0,2007.0,Provoked,ENGLAND,Kent,Fishing,M,38.0,N,Other,"V. Wheeler, The Sun, 5/17/2007"
4928.0,2007.0,Provoked,USA,Virginia,Other,F,40.0,N,reef shark,WAVY-TV10-News
4929.0,2007.0,Unprovoked,USA,South Carolina,Wading,F,,N,Other,"C. Creswell, GSAF; Hilton Head Island Packet, 5/27/2007"
4930.0,2007.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,,N,Other,"S. Williams, Daily Telegraph, 6/7/2007"
4931.0,2007.0,Unprovoked,USA,Florida,Swimming,F,,N,shark,"R.B. Hackney, Sun-Sentinel, 7/13/2007"
4932.0,2007.0,Invalid,USA,Florida,Surfing,F,,,Other,"St Augustine Record, 6/19/2007"
4933.0,2007.0,Unprovoked,USA,Hawaii,Surfing,M,,N,shark,"G. Lee, KGMB9.com"
4934.0,2007.0,Unprovoked,USA,Florida,Surfing,M,20.0,N,shark,"S. Petersohn, GSAF"
4935.0,2007.0,Unprovoked,USA,California,Swimming,F,,N,Other,R. Collier
4936.0,2007.0,Provoked,USA,Florida,Other,M,,N,shark,S. Gruber; SharkAttackSurvivors.com
4937.0,2007.0,Invalid,SENEGAL,,Other,unknown,,,Other,"Daily Guide, 8/20/2007"
4938.0,2007.0,Unprovoked,REUNION,,Body boarding,M,17.0,N,shark,"clicanoo.com, 7/5/2007"
4939.0,2007.0,Unprovoked,USA,Florida,Surfing,M,18.0,N,Other,"S. Petersohn, GSAF"
4940.0,2007.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,F,48.0,N,shark,J. Regan
4941.0,2007.0,Unprovoked,USA,North Carolina,Wading,F,30.0,N,shark,"C. Creswell, GSAF"
4942.0,2007.0,Invalid,USA,California,Swimming,F,43.0,,Other,R. Collier
4943.0,2007.0,Provoked,NORWAY,Oslo Fjord,Scuba diving,M,48.0,N,shark,"Aftenposten, 7/18/2007"
4944.0,2007.0,Unprovoked,USA,North Carolina,Swimming,M,14.0,N,shark,"C. Creswell, GSAF"
4945.0,2007.0,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Wading,M,15.0,N,whaler shark,"The Western Australian, 7/20/2007"
4946.0,2007.0,Unprovoked,USA,Hawaii,Snorkeling,M,36.0,N,Other,"Honolulu Advertiser, 7/20/2007; Honolulu Star Bulletin, 7/20/2007"
4947.0,2007.0,Boating,USA,California,Fishing,M,,N,shark,"R. Collier; San Francisco Chronicle, 7/23/2007; NorCal Kayak Anglers"
4948.0,2007.0,Unprovoked,USA,California,Other,M,,N,shark,R. Collier
4949.0,2007.0,Unprovoked,USA,California,Surfing,M,20.0,N,Other,R. Collier
4950.0,2007.0,Unprovoked,USA,Florida,Surfing,M,51.0,N,Other,"S. Petersohn, GSAF"
4951.0,2007.0,Unprovoked,USA,Florida,Other,F,19.0,N,bull shark,"Miami Herald, 8/8/2007"
4952.0,2007.0,Unprovoked,USA,South Carolina,Boogie Boarding,M,,N,Other,"C. Creswell, GSAF"
4953.0,2007.0,Unprovoked,USA,South Carolina,Swimming,M,30.0,N,Other,"C. Creswell, GSAF"
4954.0,2007.0,Unprovoked,USA,Florida,Walking,M,19.0,N,Other,"S. Petersohn, GSAF"
4955.0,2007.0,Unprovoked,USA,Florida,Swimming,F,15.0,N,Other,"S. Petersohn, GSAF"
4956.0,2007.0,Unprovoked,USA,Florida,Floating,M,20.0,N,bull shark,"Charlotte Observer, 8/18/2007"
4957.0,2007.0,Unprovoked,USA,South Carolina,Playing,M,,N,Other,"C. Creswell, GSAF"
4958.0,2007.0,Unprovoked,USA,Florida,Surfing,M,16.0,N,shark,"S. Petersohn, GSAF"
4959.0,2007.0,Unprovoked,USA,Florida,Swimming,M,52.0,N,Other,"Miami Herald, 8/20/2007"
4960.0,2007.0,Provoked,USA,Delaware,Fishing,M,,N,tiger shark,"Delaware Coast Press, 8/24/2007"
4961.0,2007.0,Provoked,USA,North Carolina,Diving,M,,N,shark,"Clay Creswell, GSAF; WECT TV6"
4962.0,2007.0,Unprovoked,USA,Florida,Surfing,M,27.0,N,shark,"S. Petersohn, GSAF; WESH 2 News"
4963.0,2007.0,Unprovoked,USA,Florida,Surfing,M,54.0,N,shark,"S. Petersohn, GSAF "
4964.0,2007.0,Unprovoked,USA,California,Surfing,M,24.0,N,shark,R. Collier
4965.0,2007.0,Unprovoked,USA,Hawaii,Body boarding,M,15.0,N,shark,"Honolulu Advertiser, 8/29/2007"
4966.0,2007.0,Unprovoked,USA,Florida,Swimming,M,58.0,N,spinner shark,"S. Wyman, Sun-Sentinel, 9/3/2007; Local10.com"
4967.0,2007.0,Unprovoked,USA,Florida,Other,F,12.0,N,shark,"S. Petersohn, GSAF"
4968.0,2007.0,Unprovoked,USA,South Carolina,Standing,M,15.0,N,Other,"C. Creswell, GSAF; J. Johnson, Post and Courier, 9/26/2007"
4969.0,2007.0,Unprovoked,USA,Florida,Wading,F,36.0,N,Other,"S. Petersohn, GSAF"
4970.0,2007.0,Unprovoked,USA,Florida,Wading,F,58.0,N,Other,"First Coast News, 9/11/2007"
4971.0,2007.0,Unprovoked,USA,Florida,Snorkeling,M,14.0,N,shark,"Miami Herald, 9/13/2007; Sun-Sentinel, 9/14/2007"
4972.0,2007.0,Unprovoked,USA,Florida,Surfing,F,,N,shark,wsbtv.com
4973.0,2007.0,Unprovoked,USA,Florida,Wading,M,56.0,N,Other,"S. Petersohn, GSAF"
4974.0,2007.0,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Spearfishing,M,,N,reef shark,L. Choquette
4975.0,2007.0,Unprovoked,USA,Florida,Surfing,M,23.0,N,shark,"S. Petersohn, GSAF"
4976.0,2007.0,Unprovoked,USA,Florida,Surfing,F,,N,shark,"R.Duffy, First Coast News. 9/23/2007"
4977.0,2007.0,Invalid,USA,Florida,Scuba diving,F,,,Other,"Florida Today, 12/14/2007"
4978.0,2007.0,Unprovoked,EGYPT,Red Sea,Swimming,F,18.0,N,whitetip shark,"E. Ritter & Y. Sobolev, GSAF; M. Salem "
4979.0,2007.0,Unprovoked,USA,California,Surfing,F,,N,shark,R. Collier
4980.0,2007.0,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,F,48.0,N,reef shark,"A. Brenneka, SharkAttackSurvivors.com"
4981.0,2007.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,Swimming,F,23.0,Y,shark,"Les Nouvelles Caledoniennes, 10/1/2007 "
4982.0,2007.0,Sea Disaster,PHILIPPINES,Palawan,Other,M,,Y,Other,"Cebu Daily News, 10/3/2007"
4983.0,2007.0,Unprovoked,USA,California,Surfing,M,,N,Other,R. Collier
4984.0,2007.0,Unprovoked,USA,Florida,Surfing,M,16.0,N,shark,E. H.
4985.0,2007.0,Unprovoked,USA,California,Surfing,M,22.0,N,shark,R. Collier
4986.0,2007.0,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,31.0,N,whaler shark,"news.com.au, 10/14/2007"
4987.0,2007.0,Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,F,52.0,N,shark,"Sydney Morning Herald, 10/15/2007"
4988.0,2007.0,Unprovoked,USA,Hawaii,Floating,M,32.0,N,shark,KHNL8.com
4989.0,2007.0,Invalid,MEXICO,Baja California,Other,M,,,Other,Today Show
4990.0,2007.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,37.0,N,shark,Daily Dispatch
4991.0,2007.0,Unprovoked,USA,Florida,Surfing,M,42.0,N,shark,"T.C. Palm, 11/4/2007 & 11/5/2007"
4992.0,2007.0,Unprovoked,USA,Florida,Surfing,M,21.0,N,shark,"S. Petersohn; GSAF' Central Florida News, 11/7/2006"
4993.0,2007.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,14.0,N,shark,"The Times (Cape Town), 11/9/2007"
4994.0,2007.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,,N,Other,"Northern Star, 11/10/2007"
4995.0,2007.0,Provoked,AUSTRALIA,Western Australia,Fishing,M,32.0,N,reef shark,"thewest.com.au, 11/19/2007"
4996.0,2007.0,Unprovoked,BRAZIL,Pernambuco,Other,M,28.0,N,shark,"JC online, 12/8/2007"
4997.0,2007.0,Unprovoked,NEW ZEALAND,South Island,Surfing,F,,N,Other,"NZ Herald, 12/11/2007"
4998.0,2007.0,Unprovoked,USA,Hawaii,Surfing,M,52.0,N,shark,"Honolulu Advertiser, 12/12/2007"
4999.0,2007.0,Invalid,AUSTRALIA,New South Wales,Swimming,M,34.0,,shark,"Sydney Morning Herald, 12/16/2007"
5000.0,2007.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,,N,small shark,goldcoast.com.au
5001.0,2007.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,31.0,N,shark,"Daily Telegraph, 12/18/2007"
5002.0,2007.0,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,Scuba diving,M,53.0,,Other,"C. Johannson, GSAF"
5003.0,2007.0,Unprovoked,ECUADOR,Galapagos Islands,Surfing,M,24.0,N,shark,"R. D. Weeks, GSAF; Radio New Zealand"
5004.0,2008.0,Unprovoked,MEXICO,Baja California,Surfing,M,26.0,N,hammerhead shark,"San Diego Reader, 1/7/2009"
5005.0,2008.0,Provoked,USA,Florida,Fishing,M,,N,shark,Extremecoast.com/ 1/30/2009
5006.0,2008.0,Unprovoked,USA,Florida,Surfing,M,20.0,N,small shark,"Forida Today, 1/18/2008; Channel 9 News"
5007.0,2008.0,Boat,NEW ZEALAND,North Island,Other,unknown,,N,whaler shark,"TV3; R.D. Weeks, GSAF"
5008.0,2008.0,Invalid,NEW ZEALAND,South Island,Wading,M,,,shark,"R.D. Weeks, GSAF"
5009.0,2008.0,Provoked,AUSTRALIA,Queensland,Other,M,20.0,N,shark,News.com.au
5010.0,2008.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surf-skiing,M,42.0,N,shark,"The Mercury, 2/1/2008"
5011.0,2008.0,Provoked,JAPAN,Tokyo Bay,Diving,M,,,shark,L Compagno
5012.0,2008.0,Unprovoked,USA,Florida,Surf-skiing,M,,N,shark,"Vero Beach Press Journal, 2/7/2008"
5013.0,2008.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,14.0,N,shark,"T. Peake, GSAF"
5014.0,2008.0,Unprovoked,USA,Florida,Surfing,M,25.0,N,Other,"S. Petersohn, GSAF"
5015.0,2008.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Spearfishing,M,26.0,N,Other,"Independent News Online, 2/21/2008"
5016.0,2008.0,Unprovoked,BAHAMAS,Northern Bahamas,Diving,M,49.0,Y,bull shark,"Sun-Sentinel, 2/25/2008"
5017.0,2008.0,Unprovoked,USA,California,Surfing,M,27.0,N,shark,R. Collier
5018.0,2008.0,Unprovoked,USA,Florida,Other,M,,N,Other,News-Press.com 
5019.0,2008.0,Unprovoked,USA,Florida,Wading,M,14.0,N,Other,"S. Petersohn, GSAF "
5020.0,2008.0,Unprovoked,USA,Florida,Walking,M,13.0,N,shark,"S. Petersohn, GSAF "
5021.0,2008.0,Unprovoked,USA,Florida,Boogie Boarding,M,,N,small shark,"D. MacAnnally, Eyewitness News "
5022.0,2008.0,Unprovoked,USA,Florida,Surfing,M,52.0,N,shark,"S. Petersohn, GSAF "
5023.0,2008.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,39.0,N,Other,"C. Johansson, GSAF"
5024.0,2008.0,Unprovoked,USA,Florida,Walking,M,18.0,N,Other,"S. Petersohn, GSAF "
5025.0,2008.0,Unprovoked,AUSTRALIA,New South Wales,Body boarding,M,16.0,Y,shark,"T. Peake, GSAF; NSW Police Force"
5026.0,2008.0,Unprovoked,USA,Florida,Surfing,unknown,,N,Other,"News 13,4/8/2008"
5027.0,2008.0,Unprovoked,USA,Florida,Wading,M,15.0,N,shark,"The Plain Dealer, 4/1/2008"
5028.0,2008.0,Unprovoked,FIJI,,Spearfishing,M,,N,Other,"C. Johansson, GSAF; Orange County Register 4/9/2009"
5029.0,2008.0,Unprovoked,USA,Florida,Surfing,M,30.0,N,shark,B. Phillips
5030.0,2008.0,Invalid,AUSTRALIA,Queensland,Surfing,M,19.0,,Other,"C. Johansson, GSAF"
5031.0,2008.0,Invalid,MEXICO,Quintana Roo,Swimming,M,32.0,,shark,C.Johansson
5032.0,2008.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Other,M,,,shark,J. Avenier
5033.0,2008.0,Unprovoked,AUSTRALIA,New South Wales,Other,M,,UNKNOWN,shark,"T. Peake, GSAF"
5034.0,2008.0,Unprovoked,USA,Florida,Surfing,F,14.0,N,Other,"S. Petersohn, GSAF "
5035.0,2008.0,Unprovoked,USA,California,Swimming,M,66.0,Y,shark,R. Collier
5036.0,2008.0,Provoked,USA,Florida,Surfing,M,21.0,N,Other,S. Petersohn
5037.0,2008.0,Unprovoked,NEW CALEDONIA,North Province,Swimming,M,32.0,N,shark,"Les Nouvelles Calédonie, 4/28/2008 & 4/29/2008"
5038.0,2008.0,Unprovoked,USA,Florida,Surfing,M,24.0,N,Other,S. Petersohn
5039.0,2008.0,Unprovoked,USA,Florida,Surfing,M,18.0,N,shark,S. Petersohn
5040.0,2008.0,Unprovoked,MEXICO,Guerro,Surfing,M,24.0,Y,shark,Surfline.com
5041.0,2008.0,Provoked,SOUTH AFRICA,,Fishing,M,24.0,N,Other,National Sea Rescue Institute
5042.0,2008.0,Unprovoked,USA,Florida,Wading,M,,N,Other,"M. Johnson, Daytona News-Journal, 5/8/2008; S. Petersohn"
5043.0,2008.0,Unprovoked,NEW CALEDONIA,North Province,Fishing,M,40.0,N,bull shark,"C. Johansson, GSAF"
5044.0,2008.0,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,37.0,N,shark,"Perth Now, 5/10/2008"
5045.0,2008.0,Unprovoked,FIJI,Yasawa Islands,Other,M,28.0,Y,Other,"Fiji Times, 5/15/2008"
5046.0,2008.0,Unprovoked,MEXICO,Guerro,Surfing,M,21.0,Y,shark,Reuters
5047.0,2008.0,Unprovoked,MEXICO,Guerro,Surfing,M,49.0,N,shark,Associated Press
5048.0,2008.0,Sea Disaster,BAHAMAS,Grand Bahama Island,Other,M,,N,shark,Associated Press
5049.0,2008.0,Unprovoked,USA,North Carolina,Surfing,M,,N,Other,"C. Creswell, GSAF"
5050.0,2008.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,14.0,N,shark,Associated Press
5051.0,2008.0,Unprovoked,USA,South Carolina,Body surfing,F,15.0,N,shark,"C. Creswell, GSAF"
5052.0,2008.0,Boating,SCOTLAND,Easter Ross,Fishing,unknown,,N,shark,"C. Johansson, GSAF"
5053.0,2008.0,Unprovoked,USA,Florida,Body surfing,M,40.0,N,Other,"TC Palm, 6/20/08"
5054.0,2008.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,14.0,N,Other,"O Globo, 6/12/2008"
5055.0,2008.0,Unprovoked,USA,Florida,Wading,F,35.0,N,Other,"News-Leader, 6/21/2008"
5056.0,2008.0,Boating,USA,California,Kayaking,F,40.0,N,shark,"R. Collier, GSAF"
5057.0,2008.0,Unprovoked,BRAZIL,Bahia,Surfing,M,,N,Other,"O Globo, 6/25/2008"
5058.0,2008.0,Unprovoked,USA,South Carolina,Swimming,M,37.0,N,shark,"P. Pearman;               C. Creswell, GSAF"
5059.0,2008.0,Unprovoked,USA,Florida,Surfing,M,29.0,N,Other,S. Petersohn
5060.0,2008.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,,N,shark,D. Inggs; Gletwyn Rubidges Spearfishing and Freediving blog
5061.0,2008.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf skiing,M,46.0,N,shark,
5062.0,2008.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,42.0,N,shark,"M. Briggs; C. Johansson, GSAF"
5063.0,2008.0,Invalid,USA,Hawaii,Wading,M,53.0,,Other,"Honolulu Star Bulletin, 6/30/2008"
5064.0,2008.0,Boating,UNITED KINGDOM,Sussex,Rowing,M,16.0,N,shark,"Hastings Observer, 8/1/2008"
5065.0,2008.0,Unprovoked,USA,South Carolina,Other,F,17.0,N,Other,"C. Creswell, GSAF"
5066.0,2008.0,Unprovoked,USA,North Carolina,Swimming,F,14.0,N,Other,"C. Creswell, GSAF"
5067.0,2008.0,Unprovoked,USA,South Carolina,Surfing,M,24.0,N,Other,"C. Creswell, GSAF"
5068.0,2008.0,Invalid,USA,North Carolina,Body surfing,M,52.0,,Other,"C. Creswell, GSAF"
5069.0,2008.0,Unprovoked,EGYPT,,Diving,M,,N,whitetip shark,Ocean7
5070.0,2008.0,Unprovoked,USA,Florida,Wading,M,16.0,N,shark,"S. Petersohn, GSAF"
5071.0,2008.0,Provoked,USA,Florida,Surfing,M,15.0,N,Other,"S. Petersohn, GSAF"
5072.0,2008.0,Unprovoked,USA,North Carolina,Wading,F,,N,shark,"C. Creswell, GSAF"
5073.0,2008.0,Unprovoked,USA,North Carolina,Wading,M,,N,shark,"C. Creswell, GSAF"
5074.0,2008.0,Unprovoked,USA,Hawaii,Snorkeling,F,44.0,N,Other,"Honolulu Star Bulletin, 7/26/2008"
5075.0,2008.0,Unprovoked,USA,Florida,Surfing,M,17.0,N,Other,"S. Petersohn, GSAF"
5076.0,2008.0,Unprovoked,USA,Hawaii,Swimming,M,,N,reef shark,"Maui News, 7/27/2008"
5077.0,2008.0,Unprovoked,MEXICO,Cabo San Lucas,Swimming,M,33.0,N,shark,"Fox News, 7/28/2008"
5078.0,2008.0,Unprovoked,PANAMA,San Carlos,Swimming,M,,N,shark,"International Herald Tribune, 7/28/2008"
5079.0,2008.0,Unprovoked,SOUTH AFRICA,,Other,M,,N,shark,http://www.youtube.com/watch?v=0jVJFXlapWY&feature=related
5080.0,2008.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,31.0,N,white shark,"Herald Sun, 7/31/2008"
5081.0,2008.0,Unprovoked,USA,Hawaii,Diving,M,,N,shark,"Honolulu Advertiser, 8/13/2008"
5082.0,2008.0,Unprovoked,USA,Florida,Wading,F,13.0,N,Other,"S. Petersohn, GSAF"
5083.0,2008.0,Unprovoked,USA,US Virgin Islands,Treading water,F,38.0,N,bull shark,"M. Levne, GSAF"
5084.0,2008.0,Invalid,USA,South Carolina,Other,M,,,Other,C. Creswell
5085.0,2008.0,Unprovoked,USA,Florida,Swimming,M,47.0,N,Other,News-Press.com 
5086.0,2008.0,Invalid,USA,North Carolina,Surfing,F,20.0,,Other,"C. Creswell, GSAF"
5087.0,2008.0,Unprovoked,USA,Florida,Swimming,M,20.0,N,Other,"S. Petersohn, GSAF"
5088.0,2008.0,Unprovoked,USA,Florida,Surfing,M,26.0,N,shark,"S. Petersohn, GSAF"
5089.0,2008.0,Unprovoked,USA,Florida,Surfing,M,19.0,N,Other,"S. Petersohn, GSAF"
5090.0,2008.0,Provoked,ENGLAND,North Devon,Fishing,M,52.0,N,shark,"Telegraph.co.uk, 9/1/2008"
5091.0,2008.0,Invalid,USA,Hawaii,Swimming,M,27.0,,Other,"D. Nakaso, Honolulu Advertiser, 8/31/2008"
5092.0,2008.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,29.0,N,Other,"C. Johansson, GSAF"
5093.0,2008.0,Unprovoked,USA,Florida,Surfing,M,,N,Other,"C. Johannson, GSAF"
5094.0,2008.0,Unprovoked,USA,Florida,Surfing,M,52.0,N,shark,J. McGauley
5095.0,2008.0,Unprovoked,USA,Florida,Surfing,M,15.0,N,Other,"S. Petersohn, GSAF"
5096.0,2008.0,Unprovoked,USA,Florida,Surfing,M,43.0,N,Other,"S. Petersohn, GSAF"
5097.0,2008.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,51.0,N,shark,"Mailonline.com, 9/8/2008"
5098.0,2008.0,Unprovoked,USA,California,Surfing,M,,N,shark,R. Collier
5099.0,2008.0,Unprovoked,USA,Hawaii,Surfing,M,40.0,N,shark,"Honolulu Advertiser, 9/10/08"
5100.0,2008.0,Unprovoked,USA,Florida,Swimming,M,32.0,N,juvenile shark,S. Petersohn
5101.0,2008.0,Provoked,AUSTRALIA,Northern Territory,Swimming,M,43.0,N,whaler shark,"Northern Territory News, 9/18/2008"
5102.0,2008.0,Unprovoked,USA,Florida,Surfing,M,40.0,N,shark,S. Petersohn
5103.0,2008.0,Unprovoked,USA,Florida,Surfing,M,44.0,N,Other,S. Petersohn
5104.0,2008.0,Unprovoked,CROATIA," Split-Dalmatia Count,",Spearfishing,M,43.0,N,white shark,A. De Maddalena
5105.0,2008.0,Unprovoked,USA,Florida,Fishing,M,11.0,N,Other,"L. Garlngton, Memphis Commercial Appeal, 10/9/2008"
5106.0,2008.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,15.0,N,Other,"Herald, 10/12/2008"
5107.0,2008.0,Provoked,AUSTRALIA,Northern Territory,Fishing,M,50.0,N,reef shark,"Northern Territory News, 10/14/2008"
5108.0,2008.0,Unprovoked,NEW CALEDONIA,,Spearfishing,M,24.0,N,shark,"C. Johansson, GSAF"
5109.0,2008.0,Provoked,AUSTRALIA,New South Wales,Scuba diving,M,34.0,N,nurse shark,"Herald, 10/22/2008"
5110.0,2008.0,Unprovoked,PHILIPPINES,Luzon,Fishing,M,39.0,Y,Other,"Sun Star, 11/08/2008"
5111.0,2008.0,Sea Disaster,TAIWAN,,Fishing,M,45.0,Y,Other,"Reuters, 11/10/2008"
5112.0,2008.0,Boating,AUSTRALIA,South Australia,Fishing,M,,N,whaler shark,"C. Johansson, GSAF"
5113.0,2008.0,Unprovoked,ECUADOR,Galapagos Islands,Other,F,,N,Other,ecuadorinmediato.com
5114.0,2008.0,Sea Disaster,PHILIPPINES,Batanes Provine,Other,M,,N,Other,"C. Johansson, GSAF"
5115.0,2008.0,Unprovoked,EGYPT,Red Sea,Scuba diving,F,,N,whitetip shark,"E. Ritter, GSAF"
5116.0,2008.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Spearfishing,M,,Y,shark,J. Little
5117.0,2008.0,Boating,AUSTRALIA,New South Wales,Fishing,unknown,,N,shark,S. Chenhall
5118.0,2008.0,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,M,15.0,N,shark,"The Herald, 12/12/2008"
5119.0,2008.0,Unprovoked,NEW ZEALAND,North Island,Fishing,M,,N,whaler shark,"R.D. Weeks, GSAF"
5120.0,2008.0,Boating,USA,California,Kayaking,M,,N,shark,R. Collier
5121.0,2008.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,M,51.0,Y,white shark,"T. Peake, GSAF"
5122.0,2008.0,Boating,AUSTRALIA,New South Wales,Kayaking,M,29.0,N,shark,"Canberra Times, 12/28/2008"
5123.0,2008.0,Unprovoked,AUSTRALIA,New South Wales,Boogie Boarding,M,10.0,N,Other,"T. Peake, GSAF"
5124.0,2008.0,Boating,AUSTRALIA,Tasmania,Other,unknown,,N,shark,"Sydney Morning Herald, 12/28/2008"
5125.0,2008.0,Invalid,AUSTRALIA,Western Australia,Other,unknown,,,shark,"Ninemsn, 12/30/2008"
5126.0,2009.0,Unprovoked,CUBA,Guantanamo Province,Spearfishing,unknown,,N,shark,"C. Johansson, GSAF"
5127.0,2009.0,Unprovoked,NEW ZEALAND,North Island,Swimming,M,49.0,N,sevengill shark,"R. Weeks, GSAF"
5128.0,2009.0,Unprovoked,ECUADOR,Galapagos Islands,Surfing,M,22.0,N,Other,"C. Johansson, GSAF"
5129.0,2009.0,Boat,NEW ZEALAND,North Island,Fishing,unknown,,N,shark,"New Zealand Herald, 1/10/2009"
5130.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,31.0,N,shark,"T. Peake, GSAF"
5131.0,2009.0,Unprovoked,AUSTRALIA,Tasmania,Surfing,F,13.0,N,shark,"P. Kemp, GSAF; C. Black pp. 169-177"
5132.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Snorkeling,M,24.0,N,shark,"T. Peake, GSAF"
5133.0,2009.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Other,unknown,,Y,shark,"ABC News, 1/13/2009"
5134.0,2009.0,Unprovoked,NEW ZEALAND,South Island,Surfing,M,,N,Other,"R. Weeks, GSAF"
5135.0,2009.0,Boat,AUSTRALIA,Victoria,Fishing,M,,N,shark,"The Standard, 1/20/2009"
5136.0,2009.0,Invalid,BRAZIL,Maranhão,Swimming,M,17.0,,Other,"Jornal Pequeno, 1/26/2009"
5137.0,2009.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,25.0,Y,shark,"Daily Dispatch, 1/26/2009"
5138.0,2009.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,19.0,N,Other,"ABC News, 1/28/2009"
