Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Avg age,Injury,Fatal,Investigator or Source,href formula
1958.04.00,1958,Unprovoked,PAPUA NEW GUINEA,Morobe Province,"Nasigilatu (Near Malasanga, Finschhafen, in the Huon Gulf)","Fishing, holding fish in his left hand",M,,22.0,Left forearm amputated,N,"A.D. Campbell; A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.00-Nasigilatu.pdf
1958.00.00,1958,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,"Brooker Island , Calvados Chain",,,,22.0,FATAL,Y,"A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.f-BrookerIsland.pdf
1958.00.00,1958,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Bulu, Talasea",Spearfishing,M,,22.0,"FATAL, back & buttocks bitten ",Y,"A.M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.e-Bulu.pdf
1958.00.00,1958,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Kombe, Talasea",Spearfishing,M,,22.0,"FATAL, severe abdominal injuries ",Y,"A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.d-Kombe.pdf
1958.00.00,1958,Unprovoked,PAPUA NEW GUINEA,Morobe Province,"Korem, Finschhafen","Fishing, holding fish",M,,22.0,Hand holding the fish was bitten in all 3 cases,N,"A.D. Campbell; A. M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1958.00.00.c-Korem.pdf
1957.04.07,1957,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Kieta,Diving from canoe,M,17.0,22.0,Injured while Sonieva was transferred to another canoe,N,"V.M. Coppleson (1958), pp.248 & 266",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.04.07.b-Omni.pdf
1957.00.00,1957,Unprovoked,PAPUA NEW GUINEA,"Abau Subdistrict,Central Province",Mailu area,Fishing,M,,22.0,"FATAL, multiple injuries ",Y,"A. Bleakley; A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.b-Mailu.pdf
1957.00.00,1957,Unprovoked,PAPUA NEW GUINEA,"New Britain, Bismarck Archipelago",Duke of York Island,Dynamiting fish,M,,22.0,FATAL,Y,"A. M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.a-Duke-of-York.pdf
1956.12.26,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Samarai Island (south end),Spearfishing,M,19.0,22.0,"FATAL, left leg severed at hip, left torso removed ",Y,"Beavis, Kwato Mission; District Commissioner, Samarai; South Pacific Post, 10/29/1956; A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.12.26-Nikuniko.pdf
1956.12.24,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Samarai Island,Spearfishing,M,16.0,22.0,"FATAL, left arm, shoulder & chest bitten ",Y,"Beavis, Kwato Mission; A. M. Rapson, p. 149; V.M. Coppleson (1958), p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.12.24-Tiso.pdf
1956.10.20,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,Kapakapa,"Spearfishing, holding 5' speared fish",M,,22.0,"Left forearm & hand bitten, surgically amputated ",N,"South Pacific Post, 1/024/1956; A.M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.10.20-Sabati.pdf
1956.10.00,1956,Unprovoked,PAPUA NEW GUINEA,,Port Moresby,Fishing,M,,22.0,FATAL,Y,"The Age, 12/7/1956",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.10.00-PortMoresby.pdf
1956.08.25,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,"Paga Point or Fishermans Island, Port Moresby",Fishing ,M,34.0,22.0,"FATAL, tissue removed from abdomen & thigh  ",Y,"V.M. Coppleson (1958), pp.49-51 & 264; A.M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.25-Benagi.pdf
1956.08.20,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,"Paga Point, Port Moresby",Fishing,M,,22.0,"Leg bitten, but survived",N,"V.M. Coppleson (1958), pp.49 & 264; A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.20-native.pdf
1956.08.00,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,Yule Island,Fishing,M,,22.0,"Leg severed, but survived",N,"V.M. Coppleson (1958), pp.49-51 & 264; A.M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.b-TsiraNative.pdf
1956.08.00,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,"Fisherman's Island, near Port Moresby",Fishing,M,,22.0,Leg & foot lacerated,N,"V.M. Coppleson (1958), pp.49-51; A. M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.a-NativeBoy.pdf
1956.00.00,1956,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",Diving,M,,22.0,Lower leg & foot lacerated,N,H.D. Baldridge,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.h-NV native-boy.pdf
1956.00.00,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Kimuta, Renard Island",,,,22.0,"Non-fatal, treated at Misima Hospital",N,"A.M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.c-Kimuta.pdf
1956.00.00,1956,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Hus Island,,M,,22.0,Right calf bitten,N,"A.M. Rapson, p.149;",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.b-Hus-Island.pdf
1956.00.00,1956,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Enuk Island,,M,,22.0,"FATAL, head & neck bitten  ",Y,"J. McLachlan, Medical Officer, Kavieng; A. M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.a-Enuk.pdf
1955.11.16,1955,Unprovoked,PAPUA NEW GUINEA,Central Province,"Kalautu Village, Baibara at the mouth of Oibada River",Swimming,M,,22.0,Right thigh bitten,N,"J. G. Davis; A.M. Rapson, pp.143 & 148 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1955.11.16-NiuBodu.pdf
1955.11.00,1955,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Low Island, Manus",Spearfishing,M,,22.0,Right arm severely bitten,N,"Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1955.11.00-LowIsland.pdf
1955.05.00,1955,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Lou Island, south of Manus Island",Spearfishing,M,,22.0,"Right forearm severely lacerated, left arm & hand lacerated",N,"V.M. Coppleson (1958), pp.144-146 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1955.05.00-Sindilin.pdf
1955.04.13,1955,Unprovoked,PAPUA NEW GUINEA,Central Province,"Hadrian�s (Haidana?) Island, near Port Moresby",Spearfishing or fishing,M,,22.0,Left shoulder bitten,N,"South Pacific Post, 4/13/1955; V.M. Coppleson (1962), p.254",http://sharkattackfile.net/spreadsheets/pdf_directory/1955.04.13.R-Gairu.pdf
1955.04.12,1955,Unprovoked,PAPUA NEW GUINEA,,Abau,Spearfishing,M,,22.0,No injury. Shark took string of fish then struck canoe,N,"South Pacific Post, 4/20/1955",http://sharkattackfile.net/spreadsheets/pdf_directory/1955.04.12-Kula.pdf
1955.03.00,1955,Unprovoked,PAPUA NEW GUINEA,"New Ireland, Bismarck Archipelago","Kabiman, West coast",Swimming with speared fish,M,,22.0,Left leg bitten,N,"Namatanai Dept. of Public Health;  A. M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1955.03.00.b-Liuda.pdf
1955.00.00,1955,Unprovoked,PAPUA NEW GUINEA,New Ireland,Lavongai,,M,,22.0,Back bitten,N,"J. McLachlan, Medical Officer, Kavieng; A.M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.a-Pakau.pdf
1954.12.09,1954,Unprovoked,PAPUA NEW GUINEA,Central Province,"Kila Beach, Port Moresby",Swimming near canoe,M,,22.0,"FATAL, abdomen & thigh bitten",Y,"C.H. Hodgson;  A. M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1954.12.09-Kailovo.pdf
1954.05.26,1954,Unprovoked,PAPUA NEW GUINEA,East Sepik,Wewak,"Fishing / cleaning fish, dived into water to retrieve a lost fish",M,,22.0,"FATAL, decapitated ",Y,"South Pacific Post, 5/26/1954",http://sharkattackfile.net/spreadsheets/pdf_directory/1954.05.26.R-Constable.pdf
1954.05.00,1954,Unprovoked,PAPUA NEW GUINEA,Madang Province,Near Madang Town,,,,22.0,Foot severed,N,"V.M. Coppleson (1962), p.248",http://sharkattackfile.net/spreadsheets/pdf_directory/1954.05.00-child.pdf
1954.01.15,1954,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",Crouching in the water,M,26.0,22.0,Back & thighs lacerated,N,"Cairns Post, 1/21/1954",http://sharkattackfile.net/spreadsheets/pdf_directory/1954.01.15-Ramlen.pdf
1954.00.00,1954,Unprovoked,PAPUA NEW GUINEA,West New Britain Province,"Volupai, Talasea",Swimming,M,12.0,22.0,Leg & abdomen lacerated,N," A. M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1954.00.00.a-Volupai.pdf
1953.03.00,1953,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Off Rossel Island, Louisiade Archipelago",Went over side of boat at trochus ground,M,,22.0,"FATAL, arm & leg severed & shark smashed at his body with its tail  ",Y,"A.M. Rapson, p.148; V.M. Coppleson (1962), p.254",http://sharkattackfile.net/spreadsheets/pdf_directory/1953.03.00.a-Hetabu.pdf
1953.00.00,1953,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Kahuli, Buka Island",Washing,M,,22.0,"FATAL, torso bitten",Y,"A. Bleakley;  A. M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1953.00.00.b-Kahuli.pdf
1952.10.12,1952,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Lalaura Village,Fishing,M,,22.0,Right thigh bitten ,N,"A. Bleakley; A.M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1952.10.12-Lalaura.pdf
1952.00.00,1952,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,Spearfishing,M,,22.0,"Arm bitten, surgically amputated",N,"Cairns Post, 11/27/1952",http://sharkattackfile.net/spreadsheets/pdf_directory/1952.00.00.d-ManusIsland.pdf
1952.00.00,1952,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Momote, Manus Island",Spearfishing,M,,22.0,"FATAL,  ""No remains""",Y,"A. Bleakley;  A. M. Rapson, p.148; H.D. Baldridge, p. 129",http://sharkattackfile.net/spreadsheets/pdf_directory/1952.00.00.c-Momote.pdf
1952.00.00,1952,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Samo Plantation, east coast",Spearfishing,M,27.0,22.0,"FATAL, lower abdomen removed ",Y,"A. Bleakley;  Namatanai Dept. of Public Health; A. M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1952.00.00.b-Kiaploki.pdf
1949.00.00,1949,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Kulengei, southeast of Kalili, Kavieng",,M,,22.0,"Leg bitten, surgically amputated",N,"J. McLachlan, Medical Officer, Kavieng; A.M. Rapson, p. 148",http://sharkattackfile.net/spreadsheets/pdf_directory/1949.00.00.e-Jalem.pdf
1949.00.00,1949,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Enang , Kavieng",,M,,22.0,Hand & shoulder bitten,N,"J. McLachlan, Medical Officer, Kavieng; A.M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1949.00.00.d-Olai.pdf
1949.00.00,1949,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Orava (Aravo) Islet , near Kieta.",Spearfishing,M,18.0,22.0,"FATAL, ""Nearly bitten in two through loin"".",Y,"A. Bleakley;  A. M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1949.00.00.c-Orava.pdf
1949.00.00,1949,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Sohano Island, Buka Passage",Swimming close to wharf,M,,22.0,Hand severed,N,"A. Bleakley;  A. M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1949.00.00.b-Sohano.pdf
1948.03.00,1948,Provoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Punam Passage, Rataman census div, Namatanai",Spearfishing,M,30.0,22.0,Leg bitten by shark that he had speared  PROVOKED INCIDENT,N,"A. M. Rapson, p.147; D. Baldridge, pp.128 & 261 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1948.03.00-Reiman.pdf
1948.00.00,1948,Provoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Tung Island, off the west coast of Buka Island",Spearfishing,M,,22.0,Bitten on face while taking shark off spear PROVOKED INCIDENT,N,"A.M. Rapson, p.147",http://sharkattackfile.net/spreadsheets/pdf_directory/1948.00.00.b-TungIsland.pdf
1943.03.02,1943,Sea Disaster,PAPUA NEW GUINEA,Morobe Province,Huon Gulf,"Known as The Battle of the Bismarck Sea :  8 Japanese destroyers guarding a convoy of 8 transports were attacked by 129 Allied fighters, 207 bombers & 3 squadrons of the Royal Australian Air Force. ",,,22.0,"An estimated  3,000 to 7,000 Japanese troops perished, some were taken by sharks",Y,"G. Duncan, et al",http://sharkattackfile.net/spreadsheets/pdf_directory/1943.03.02.a-HuonGulf.pdf
1941.00.00,1941,Unprovoked,PAPUA NEW GUINEA,,"Gaire Village, between Rigo & Port Moresby",,M,14.0,22.0,"Foot severely bitten, surgically amputated",N,"V.M. Coppleson (1962), p.248",http://sharkattackfile.net/spreadsheets/pdf_directory/1941.00.00.a-RenagiLoi.pdf
1940.00.00,1940,Unprovoked,PAPUA NEW GUINEA,Western Papuan Gulf,Kerema,male,,,22.0,Hand bitten,N,"Papuan Villager, 11/1940",http://sharkattackfile.net/spreadsheets/pdf_directory/1940.00.00.d-Kerema.pdf
1939.04.12,1939,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Bulolol,Dived for a coin,M,,22.0,FATAL,Y,"Cairns Post, 4/12/1939",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.04.12.R-Child.pdf
1939.03.24,1939,Unprovoked,PAPUA NEW GUINEA,Central Province,Port Moresby,Dived for a coin,M,,22.0,"FATAL, leg severed just below hip ",Y,"The Papuan Villager, March 1939; G.P. Whitley, p.21",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.03.24-Raho-Heni.pdf
1939.00.00,1939,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Aroma Passage,Swimming to anchored boat,M,,22.0,"Fatal, lower abdomen bitten",Y,"A. Bleakley;  A. M. Rapson, p.148",http://sharkattackfile.net/spreadsheets/pdf_directory/1939.00.00.a-Garvakala.pdf
1935.09.04,1935,Unprovoked,PAPUA NEW GUINEA,Central Province,Hula,Swimming,M,,22.0,FATAL,Y,"Cairns Post, 9/24/1935",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.09.04.R-Hula.pdf
1935.06.00,1935,Unprovoked,PAPUA NEW GUINEA,Northern (Oro) Province,"Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)",,,,22.0,"Samoan missionary, Filemani, caught an 8'6"" shark after it had killed 1 man & 2 boys in space of few weeks",N,"D.K. Webster, p.67",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.00.a-Filemani.pdf
1931.00.00,1931,Unprovoked,PAPUA NEW GUINEA,,,,,,22.0,No details,UNKNOWN,"V.M. Coppleson, p.49",http://sharkattackfile.net/spreadsheets/pdf_directory/1931.00.00.a-NewGuinea.pdf
1926.10.29,1926,Unprovoked,PAPUA NEW GUINEA,Central Province,Roku Point,Jumped into the water,M,,22.0,"FATAL, abdomen bitten",Y,"Cairns Post, 10/29/1926",http://sharkattackfile.net/spreadsheets/pdf_directory/1926.10.29.R-RokuPoint.pdf
1926.09.06,1926,Unprovoked,PAPUA NEW GUINEA,,Near Port Moresby,Jumped out of canoe,M,,22.0,FATAL,Y,"Barrier Miner, 9/6/1926",http://sharkattackfile.net/spreadsheets/pdf_directory/1926.09.06.R-PortMoresby.pdf
1925.03.10,1925,Unprovoked,PAPUA NEW GUINEA,Central Province,Hula,Swimming,M,,22.0,FATAL,Y,"The Queenslander, 4/4/1925",http://sharkattackfile.net/spreadsheets/pdf_directory/1925.03.10-Papuan.pdf
1908.06.02,1908,Sea Disaster,PAPUA NEW GUINEA,New Britain,Matupi,.,M,,22.0,"Remains of 3 humans recovered from shark, but shark involvement prior to death unconfirmed",Y,"Taranaki Herald, 6/2/1908",http://sharkattackfile.net/spreadsheets/pdf_directory/1908.06.02.R-Matupi.pdf
2014.02.07,2014,Provoked,TRINIDAD & TOBAGO,Trinidad,,Fishing,M,,37.0,Possibly a PROVOKED INCIDENT,N,"Trinidad Guardian, 2/11/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.02.07.b-Torres.pdf
2012.07.21,2012,Invalid,TRINIDAD & TOBAGO,Trinidad,"Off Radix Village, Mayoro County",Swimming,M,24.0,37.0,Probable drowning with post-mortem bite,Y,"Trinidad Express, 8/3/2012",http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.21-Galera-drowning.pdf
1938.00.00,1938,Unprovoked,TRINIDAD & TOBAGO,Trinidad,"Manzanilla Bay, St. Andrew County",Body surfing,M,50.0,37.0,Left hand and arm bitten,N,"E. Pace, FSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1938.00.00.d-Huggins.pdf
2013.12.13,2013,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,,Attempting to remove fishing net from submerged object,M,35.0,35.0,Severe injury to arm,N,"Coast Guard News, 12/16/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.13-Kiribati.pdf
1929.11.29,1929,Sea Disaster,KIRIBATI,Phoenix Islands,Nikumaroro Island,"Sea Disaster, wreck of the  SS Norwich City",,,35.0,"11 of her crew perished, most, possibly all, deaths were due to drowning",Y,"Hartford Courant, 2/15/1930",http://sharkattackfile.net/spreadsheets/pdf_directory/1929.11.29-NorwichCity.pdf
1891.09.14,1891,Sea Disaster,KIRIBATI,Line Islands,Flint Island,"Sea Disaster, canoes capsized in storm",,,35.0,"FATAL               Of 38 people in the water, 8 were killed by sharks & 1 man's leg was severed",Y,"Newark Daily Advocate, 9/14/1891; Bismark Daily Tribune, 9/15/1891",http://sharkattackfile.net/spreadsheets/pdf_directory/1891.09.14.R-Kiribati.pdf
2013.09.29,2013,Provoked,ISRAEL,Southern District,Ashdod,Diving,M,27.0,21.0,Hand bitten PROVOKED INCIDENT,N,"Times of Israel, 9/30/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.09.29.a-Lev.pdf
1974.09.07,1974,Unprovoked,ISRAEL,Red Sea,"North Beach, Eilat",Swimming,F,20.0,21.0,"Bitten 12 times: multiple lacerations on hands, arms, shoulder breast thigh, both legs, left forearm surgically amputated ",N,"The Times (London), 9/9/1974, p. 7; J. Randall & M. F. Levy (1976)",http://sharkattackfile.net/spreadsheets/pdf_directory/1974.09.07-Aharonowich.pdf
1962.08.31,1962,Provoked,ISRAEL,Sharon,2 km north of Apollonia,Fishing,M,,21.0,"Details unknown, possibly a PROVOKED INCIDENT",UNKNOWN,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1962.08.31.R-Israel.pdf
1946.08.24,1946,Unprovoked,ISRAEL,Gaza,Jura Village,Fishing,M,15.0,21.0,Laceration to back,N,C. Moorem GSAF,http://sharkattackfile.net/spreadsheets/pdf_directory/1946.08.24-KMAyesh.pdf
1945.02.05,1945,Unprovoked,ISRAEL,Tel Aviv,,Swimming,M,,21.0,"Survived. R.A.F. pilot, seeing commotion in the water, dived his plane to investigate and scared off shark",N,"NY Times, 2/6/1945, p.3; V.M. Coppleson (1958); C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1945.02.05-Constable-TelAviv.pdf
1935.01.21,1935,Invalid,ISRAEL,Herzliyah,Sidny Ali,,,,21.0,human remains washed ahore,UNKNOWN,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1935.01.21.R-SidnyAli.pdf
1933.09.27,1933,Boat,ISRAEL,,Nabi Rubin,Fishing,M,,21.0,"One man bitten on thigh, another on arm",N,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1933.09.27.R-NabiRubin.pdf
2013.07.14,2013,Unprovoked,DIEGO GARCIA,,,Swimming,M,33.0,33.0,FATAL,Y,"Sun Star, 7/18/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.14-Licay.pdf
2013.06.30,2013,Unprovoked,TAIWAN,Taitung,,Fishing,M,,31.0,Right thigh bitten,N,"China Post, 7/1/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.30-TaiwaneseFisherman.pdf
2012.01.18,2012,Provoked,TAIWAN,Taitung,Taimali,Fishing,M,24.0,31.0,Bitten on left thigh     PROVOKED ACCIDENT,N,Taiwan television,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.01.18.b-Taiwan.pdf
2009.05.31,2009,Provoked,TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13,Fishing,M,46.0,31.0,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,N,"Taiwan News, 5/21/09",http://sharkattackfile.net/spreadsheets/pdf_directory/2009.05.31-Sangian.pdf
2008.11.09,2008,Sea Disaster,TAIWAN,,50 miles off Kaohsiung,Fishing boat swamped in storm,M,45.0,31.0,FATAL,Y,"Reuters, 11/10/2008",http://sharkattackfile.net/spreadsheets/pdf_directory/2008.11.09.a-Taiwan.pdf
1966.08.14,1966,Unprovoked,TAIWAN,,Ye Leow,Lobster diving using Scuba,M,,31.0,"No injury, but shark struck his calf",N,"H.D.Baldridge, p.184",http://sharkattackfile.net/spreadsheets/pdf_directory/1966.08.14-Caldwell.pdf
1966.07.17,1966,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,20.0,31.0,"FATAL, left leg severed",Y,"South China Morning Post (Hong Kong), 7/19/1966 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1966.07.17.a-Yang.pdf
1964.09.20,1964,Unprovoked,TAIWAN,Northern Taiwan,"Tamsui Beach, Taipai",Swimming,M,32.0,31.0,FATAL,Y,"China Post (Taipai, Taiwan) 9/22/1964",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.09.20-Tien-fu.pdf
1964.09.07,1964,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,20.0,31.0,Right thigh &  elbow bitten,N,"China Post (Taipei, Taiwan) 9/22/1964; J. Wong",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.09.07-Yang.pdf
1958.04.19,1958,Unprovoked,TAIWAN,Taipei Hsien,Off Cape of Pi-tou,Diving,M,29.0,31.0,Right cheek bitten,N,W.H. Yu,http://sharkattackfile.net/spreadsheets/pdf_directory/1958.04.19-Chang.pdf
2013.06.27,2013,Invalid,JAMAICA,Kingston Parish,Port Royal,,M,20.0,35.0,Probable drowning with post-mortem bites,Y,Shark Attack Survivors,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.27-Kevin-Jamaica.pdf
2013.03.12,2013,Unprovoked,JAMAICA,St. Catherine,Pillikin Red Light area,Spearfishing,M,68.0,35.0,FATAL,Y,"R. Turner & A. Williams, Jamaica Star, 3/13/2013 ",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.12-Facey.pdf
2013.02.01,2013,Unprovoked,JAMAICA,Kingston Parish,Pedro Cays,,M,18.0,35.0,Knee bitten,N,"The Gleaner, 2/1/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.01-Jamaica.pdf
1980.04.25,1980,Provoked,JAMAICA,St. Mary's Parish,"Priestman's River area, East Portland",Spearfishing,M,,35.0,Hand bitten by speared shark PROVOKED INCIDENT ,N,"The Gleaner, 7/27/1980",http://sharkattackfile.net/spreadsheets/pdf_directory/1980.04.25-Venus.pdf
1969.06.12,1969,Unprovoked,JAMAICA,Clarendon,Off Rocky Point,Diving,M,27.0,35.0,Multiple lacerations,N,"The Gleaner, 6/20/1969",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.06.12-Washington.pdf
1965.05.00,1965,Unprovoked,JAMAICA,,,Diving,M,,35.0,Minor injury,N,H.D.Baldridge (1994) SAF Case #1498,http://sharkattackfile.net/spreadsheets/pdf_directory/1965.05.00.b-NV-Bernard.pdf
1963.07.10,1963,Sea Disaster,JAMAICA,,,63' fishing boat Sno' Bay foundered,,,35.0,No survivors & a body sighted could not be recovered because of sharks,Y,"The Blade (Toledo, OH), 7/10/1963",http://sharkattackfile.net/spreadsheets/pdf_directory/1963.07.10.R-Sno'Boy.pdf
1961.02.16,1961,Unprovoked,JAMAICA,,,,M,,35.0,FATAL,Y,"E. C. Raney; V.M. Coppleson (1962), p.247 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1961.02.16-BritishSailor.pdf
1951.11.28,1951,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Fishing,M,81.0,35.0,Lacerations to left hand,N,"Daily Gleaner, 11/29/1951, p. 1",http://sharkattackfile.net/spreadsheets/pdf_directory/1951.11.28.b-Lewis.pdf
1945.00.00,1945,Unprovoked,JAMAICA,,,Diving,M,,35.0,Hand severed,N,"The Gleaner, 4/29/1946",http://sharkattackfile.net/spreadsheets/pdf_directory/1945.00.00.d-Stewart.pdf
1941.02.01,1941,Provoked,JAMAICA,Trelawney Province,Bogue (near Falmouth),Seine netting,M,,35.0,"Left knee, calf & heel bitten by shark trapped in the net PROVOKED INCIDENT",N,"Daily Gleaner, 2/3/1941, p. 1",http://sharkattackfile.net/spreadsheets/pdf_directory/1941.02.01-Buchanan.pdf
1931.09.27,1931,Unprovoked,JAMAICA,,"East Beach, Kingsston",Diving off wharf,M,,35.0,FATAL,Y,"The Gleaner, 9/29/1931",http://sharkattackfile.net/spreadsheets/pdf_directory/1931.09.27-Gibbs.pdf
1928.04.09,1928,Unprovoked,JAMAICA,,"Coal wharf, Port Royal",Diving,M,,35.0,FATAL,Y,"Kingston Gleaner, 4/11/1928",http://sharkattackfile.net/spreadsheets/pdf_directory/1928.04.09-Jamaica.pdf
1922.05.24,1922,Unprovoked,JAMAICA,Westmoreland Parish,Savanna-la-Mar,Swimming,M,19.0,35.0,"FATAL, arm severed, thigh severely bitten  ",Y,"Daily Gleaner, 5/25/1922; H.E. Lloyd, NY Times, 6/22/1922",http://sharkattackfile.net/spreadsheets/pdf_directory/1922.05.24-Leon.pdf
1922.03.20,1922,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Fishing,M,,35.0,Survived,N,"Daily Gleaner, 3/21/1922, p.8",http://sharkattackfile.net/spreadsheets/pdf_directory/1922.03.20-Jamaica.pdf
