date,month,year,type,country,activity,sex,age,fatal (y/n)
01-Nov-42,nov,1942,Unprovoked,SOUTH AFRICA,Swimming ,M,18,Y
12-Oct-42,oct,1942,Sea Disaster,SOLOMON ISLANDS,"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",M,25,N
30-Sep-42,sep,1942,Sea Disaster,ATLANTIC OCEAN,The 6015-ton British ship Empire Avocet was torpedoed by the German submarine U-125. ,,,N
12-Sep-42,sep,1942,Sea Disaster,ATLANTIC OCEAN,"The Pacquebot Laconia, enroute to Liverpool with 600 Italian prisoners onboard, was torpedoed by the German submarine  U-156 and only 2 rafts were launched before the ship went down. Unable to board an overcrowded raft, he was swimming.",M,,N
12-Sep-42,sep,1942,Unprovoked,AUSTRALIA,Treading water,M,24,N
11-Sep-1942 to 16-Sep-1942,sep,1942,Sea Disaster,SOUTHWEST PACIFIC OCEAN,Adrift on life raft,M,,Y
08-Aug-42,aug,1942,Sea Disaster,SOLOMON ISLANDS,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,M,,N
12-Jul-42,jul,1942,Sea Disaster,ATLANTIC OCEAN,The SS Potlach was torpedoed & sunk by the U-153 on 27-Jun-1942. ,M,32,Y
06-Jul-42,jul,1942,Provoked,ITALY,Sculling,M,20,N
Reported 11-Jun-1942,jun,1942,Sea Disaster,BAY OF BENGAL,A 210-ton brig was sunk by a Japanese submarine. Some of the survivors were machine-gunned & some were taken by sharks,M,,Y
Reported 08-Jun-1942,jun,1942,Invalid,BRAZIL,boat capsized during filming,M,,Y
04-Jun-42,jun,1942,Unprovoked,USA,"Plane crashed in water, men in life raft",M,,N
09-May-42,may,1942,Unprovoked,AUSTRALIA,Diving from lugger,M,,N
05-Apr-42,apr,1942,Invalid,INDIAN OCEAN,H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours,,,Y
08-Mar-42,mar,1942,Sea Disaster,CUBA,Esso Bolivar was torpedoed & shelled by the German submarine U-126,M,,Y
04-Mar-42,mar,1942,Invalid,AUSTRALIA,,M,18,Y
18-Jan-42,jan,1942,Boating,AUSTRALIA,,,,N
04-Jan-42,jan,1942,Unprovoked,AUSTRALIA,Swimming,F,28,Y
07-Dec-41,dec,1941,Sea Disaster,SOUTH ATLANTIC OCEAN,Torpedoed & burning British  light cruiser with a crew of 450 men,,,Y
03-Dec-41,dec,1941,Unprovoked,AUSTRALIA,Swimming,M,10,N
27-Nov-41,nov,1941,Sea Disaster,SOUTH ATLANTIC OCEAN,HMAS Parramatta torpedoed & sunk by the U-559,M,23,N
27-Nov-41,nov,1941,Sea Disaster,SOUTH ATLANTIC OCEAN,HMAS Parramatta torpedoed & sunk by the U-559,M,,N
25-Nov-41,nov,1941,Sea Disaster,SOUTH ATLANTIC OCEAN,British cruiser Dunedin torpedoed & sunk by the U-124,,,Y
19-Nov-41,nov,1941,Sea Disaster,AUSTRALIA,German raider Kormoran was sunk in an engagement with HMAS Sydney,M,,N
25-Sep-41,sep,1941,Unprovoked,CARIBBEAN SEA,SS Ethel Skakel foundered in Central America Hurricane of 1941,M,,Y
Reported 21-Aug-1941,aug,1941,Provoked,USA,Fishing,,,N
05-Aug-41,aug,1941,Invalid,AUSTRALIA,Swimming,M,,Y
01-Aug-41,aug,1941,Unprovoked,USA,Swimming at edge of channel,M,20,N
22-Jul-41,jul,1941,Boating,USA,Fishing for tuna,,,N
01-Jul-41,jul,1941,Provoked,USA,Fishing,M,,N
15-Jun-41,jun,1941,Provoked,USA,Fishing from 32' boat,M,43,N
24-Mar-41,mar,1941,Sea Disaster,SOUTH ATLANTIC OCEAN,The troopship Britannia was sunk by the German raider Thor,M,,N
09-Mar-41,mar,1941,Provoked,USA,Fishing,M,53,N
13-Feb-41,feb,1941,Provoked,AUSTRALIA,Fishing,M,34,N
01-Feb-41,feb,1941,Provoked,JAMAICA,Seine netting,M,,N
29-Jan-41,jan,1941,Unprovoked,SOUTH ATLANTIC OCEAN,Rescuing seaman after ship sunk by German raider,M,19,N
28-Dec-40,dec,1940,Unprovoked,AUSTRALIA,Standing on sandbank,M,23,Y
20-Dec-40,dec,1940,Unprovoked,SOUTH AFRICA,Swimming,M,17,Y
Reported 19-Dec-1940,dec,1940,Unprovoked,AUSTRALIA,Fishing,M,,N
10-Dec-40,dec,1940,Provoked,AUSTRALIA,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,M,,N
13-Jul-40,jul,1940,Unprovoked,USA,Standing,M,,N
13-Jul-40,jul,1940,Unprovoked,USA,Standing ,M,,N
30-Jun-40,jun,1940,Unprovoked,USA,Fishing,M,,N
31-Mar-40,mar,1940,Unprovoked,SOUTH AFRICA,Treading water,M,25,Y
20-Mar-40,mar,1940,Unprovoked,AUSTRALIA,Free diving for lobster,M,,N
22-Feb-40,feb,1940,Unprovoked,SOUTH AFRICA,Swimming,M,17,Y
20-Feb-40,feb,1940,Boating,AUSTRALIA,Canoeing,,,N
04-Feb-40,feb,1940,Unprovoked,AUSTRALIA,Wading,M,55,Y
29-Jan-40,jan,1940,Unprovoked,AUSTRALIA,Dived into the water,M,17,N
23-Jan-40,jan,1940,Unprovoked,AUSTRALIA,Swimming,M,13,Y
15-Jan-40,jan,1940,Unprovoked,AUSTRALIA,Swimming,M,22,N
07-Jan-40,jan,1940,Unprovoked,SOUTH AFRICA,Swimming ,M,18,Y
01-Jan-40,jan,1940,Unprovoked,AUSTRALIA,Diving for trochus,M,,N
28-Dec-39,dec,1939,Invalid,AUSTRALIA,Swimming,M,40,N
14-Dec-39,dec,1939,Unprovoked,AUSTRALIA,Swimming ,M,20,Y
23-Nov-39,nov,1939,Boating,AUSTRALIA,,,,N
11-Nov-39,nov,1939,Provoked,AUSTRALIA,,,,N
09-Nov-39,nov,1939,Boating,AUSTRALIA,,,,
06-Nov-39,nov,1939,Boating,AUSTRALIA,,,,
Reported 02-Nov-1939,nov,1939,Unprovoked,SAMOA,Fishing,M,,Y
Reported 25-Oct-1939,oct,1939,Unprovoked,AUSTRALIA,"Free diving for trochus shell, swimming to dinghy",M,27,N
04-Oct-39,oct,1939,Unprovoked,USA,Spearfishing & had just speared a ulua,M,,N
Reported 27-Sep-1939,sep,1939,Unprovoked,AUSTRALIA,Pearl diving,M,,N
01-Aug-39,aug,1939,Provoked,USA,Fishing,M,33,N
18-Jul-39,jul,1939,Sea Disaster,PACIFIC OCEAN,Japanese freighter Bokuyo Maru burned & sank,,3,Y
16-Jul-39,jul,1939,Provoked,BAHAMAS,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,38,N
14-Jul-39,jul,1939,Provoked,USA,Seine netting,M,,N
03-May-39,may,1939,Unprovoked,USA,Washed off freighter Huncliff by a freak wave,M,,Y
12-Apr-39,apr,1939,Unprovoked,PAPUA NEW GUINEA,Dived for a coin,M,9,Y
24-Mar-39,mar,1939,Unprovoked,PAPUA NEW GUINEA,Dived for a coin,M,,Y
26-Feb-39,feb,1939,Provoked,NEW ZEALAND,Fishing,M,,N
12-Jan-39,jan,1939,Unprovoked,AUSTRALIA,Scooping prawns,M,Both 11,N
27-Dec-38,dec,1938,Unprovoked,AUSTRALIA,Swimming,M,19,Y
05-Oct-38,oct,1938,Provoked,AUSTRALIA,Fishing,M,18,N
29-Aug-38,aug,1938,Unprovoked,CHINA,Swimming alongside warship   Tsingt-ao,M,,Y
18-Aug-38,aug,1938,Provoked,USA,Fishing,M,,N
18-Jul-38,jul,1938,Unprovoked,USA,Swimming,M,,N
Reported 17-Jul-1938,jul,1938,Provoked,TURKEY,Fishing,M,,N
17-Jul-38,jul,1938,Provoked,USA,"Fishing, removing gaff from shark's mouth",M,27,N
12-Jul-38,jul,1938,Unprovoked,AUSTRALIA,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,25,Y
17-Jun-38,jun,1938,Unprovoked,NICARAGUA,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",,,Y
08-Jun-38,jun,1938,Unprovoked,AUSTRALIA,Hardhat diving,M,,N
26-May-38,may,1938,Unprovoked,COSTA RICA,Fishing,M,,Y
15-May-38,may,1938,Unprovoked,IRAQ,"Swimming, naked",M,9 or 10,N
Reported 02-May-1938,may,1938,Unprovoked,INDIA,Bathing,,,Y
Reported 21-Mar-1938,mar,1938,Unprovoked,FIJI,Wading,M,,N
08-Mar-38,mar,1938,Unprovoked,AUSTRALIA,Canoe capsized by shark,M,,N
21-Jan-38,jan,1938,Provoked,AUSTRALIA,Fishing,M,,N
18-Jan-38,jan,1938,Provoked,SOUTH AFRICA,"Watching seine netters with friends, one of whom picked up a netted shark",M,13,N
14-Jan-38,jan,1938,Unprovoked,AUSTRALIA,Diving off jetty,M,24,N
02-Jan-38,jan,1938,Unprovoked,AUSTRALIA,Surf skiing,M,,N
13-Nov-37,nov,1937,Sea Disaster,USA,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,,Y
11-Nov-37,nov,1937,Unprovoked,AUSTRALIA,Diving for trochus,M,17,Y
Reported 06-Nov-1937,nov,1937,Sea Disaster,SOLOMON ISLANDS,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",M,,Y
27-Oct-37,oct,1937,Unprovoked,AUSTRALIA,Swimming ,M,25,Y
27-Oct-37,oct,1937,Unprovoked,AUSTRALIA,Swimming ,M,18,Y
24-Oct-37,oct,1937,Unprovoked,AUSTRALIA,Swimming near jetty,M,16,N
24-Oct-37,oct,1937,Unprovoked,AUSTRALIA,Surf skiing,M,,N
Reported 26-Sep-t937,sep,1937,Provoked,CROATIA,Fishing,M,,N
12-Sep-37,sep,1937,Boating,SCOTLAND,Pleasure boating,,,N
11-Sep-37,sep,1937,Boating,SCOTLAND,Fishing,,,N
01-Sep-37,sep,1937,Unprovoked,SCOTLAND,Rowing,M,,N
31-Aug-37,aug,1937,Unprovoked,AUSTRALIA,"Diving from the lugger San, operated by the Protector of the Aborigines",M,38,N
16-Aug-37,aug,1937,Invalid,TURKEY,Swimming,M,,N
02-Aug-37,aug,1937,Unprovoked,PANAMA,Swimming,M,21,Y
Reported 16-Jul-1937,jul,1937,Unprovoked,AUSTRALIA,Pearl diving,M,,Y
07-Jul-37,jul,1937,Invalid,ITALY,,,,N
Reported 28-Jun-1937,jun,1937,Unprovoked,GREECE,,,,Y
15-Jun-37,jun,1937,Provoked,AUSTRALIA,"Fishing from launch, fell into net with shark",M,,N
    15-Jun-1937,jun,1937,Unprovoked,USA,Swimming,M,14,Y
30-May-37,may,1937,Provoked,USA,Fishing,M,,N
15-May-37,may,1937,Unprovoked,AUSTRALIA,"Refused permission to cross on the ferry, he was swimming across the river",M,33,Y
26-Mar-37,mar,1937,Invalid,AUSTRALIA,Bathing,M,16,N
09-Mar-37,mar,1937,Invalid,AUSTRALIA,Swimming,M,43,Y
13-Feb-37,feb,1937,Unprovoked,AUSTRALIA,Swimming,M,32,Y
11-Feb-37,feb,1937,Unprovoked,AUSTRALIA,Swimming ashore after launch capsized,,,N
04-Feb-37,feb,1937,Boating,AUSTRALIA,Fishing,,,N
03-Feb-37,feb,1937,Provoked,AUSTRALIA,Fishing,M,20,N
27-Jan-37,jan,1937,Provoked,AUSTRALIA,Holding shark's tail ,M,18,N
30-Dec-36,dec,1936,Unprovoked,USA,"Diving, attempting to retrieve body of drowning victim wedged between rocks",M,,N
19-Dec-36,dec,1936,Boating,AUSTRALIA,Sculling,,,N
15-Dec-36,dec,1936,Provoked,AUSTRALIA,Fishing for the shark that killed George Lundberg,,,N
12-Dec-36,dec,1936,Unprovoked,AUSTRALIA,Swimming,M,15,Y
01-Dec-36,dec,1936,Boating,AUSTRALIA,Fishing,M,50,Y
27-Nov-36,nov,1936,Provoked,AUSTRALIA,Spearfishing ,M,,N
04-Sep-36,sep,1936,Unprovoked,USA,Swimming,M,,N
24-Aug-36,aug,1936,Unprovoked,AUSTRALIA,"Trochus diving, but floating on surface",M,,N
11-Aug-36,aug,1936,Provoked,CANADA,Fishing for cod,,,N
Reported 04-Aug-1936,aug,1936,Unprovoked,AUSTRALIA,Pearl diving,M,,N
25-Jul-36,jul,1936,Unprovoked,USA,Swimming crawl stroke,M,16,Y
12-Jul-36,jul,1936,Boating,USA,Fishing for bluefish,,,N
07-Jul-36,jul,1936,Unprovoked,AUSTRALIA,Diving,M,,N
26-Jun-36,jun,1936,Unprovoked,AUSTRALIA,"Diving for trochus , but swimming on surface",M,16,Y
06-Jun-36,jun,1936,Unprovoked,USA,Swimming,M,,Y
22-Apr-36,apr,1936,Unprovoked,AUSTRALIA,Diving for trochus,M,16,N
30-Mar-36,mar,1936,Provoked,USA,Fishing,M,,N
12-Mar-36,mar,1936,Unprovoked,AUSTRALIA,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,M,,N
19-Mar-36,mar,1936,Unprovoked,AUSTRALIA,Diving for trochus,M,,N
04-Mar-36,mar,1936,Boating,AUSTRALIA,Rowing ,,,N
23-Feb-36,feb,1936,Provoked,AUSTRALIA,Touching the mouth of a supposedly dead shark,F,young,N
Reported 20-Feb-1936,feb,1936,Unprovoked,AUSTRALIA,Sculling,M,,N
04-Feb-36,feb,1936,Unprovoked,AUSTRALIA,Swimming,M,14,Y
22-Jan-36,jan,1936,Unprovoked,AUSTRALIA,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,Y
05-Jan-36,jan,1936,Invalid,AUSTRALIA,Surfing,M,17,N
23-Dec-35,dec,1935,Provoked,AUSTRALIA,Cruising,,,N
13-Nov-35,nov,1935,Unprovoked,AUSTRALIA,Diving?,M,20,N
21-Sep-35,sep,1935,Unprovoked,USA,Swimming,M,38,Y
Reported 04-Sep-1935,sep,1935,Unprovoked,PAPUA NEW GUINEA,Swimming,M,,Y
26-Aug-35,aug,1935,Unprovoked,AUSTRALIA,"Fell overboard, hanging onto lifebuoy",M,38,Y
24-Aug-35,aug,1935,Invalid,UNITED KINGDOM,Fishing,M,,N
13-Aug-35,aug,1935,Unprovoked,AUSTRALIA,Diving for beche-de-mer from lugger,M,,Y
27-Jul-35,jul,1935,Invalid,USA,fishing boat exploded & sank,M,23,Y
27-Jul-35,jul,1935,Invalid,USA,fishing boat exploded & sank,M,53,Y
05-Jul-35,jul,1935,Unprovoked,PANAMA,"Fishing with dynamite, afterwards in water retrieving catch",M,14,Y
01-Jul-35,jul,1935,Unprovoked,CROATIA,Swimming,F,22,Y
18-Jun-35,jun,1935,Unprovoked,USA,"Fishing for bluefish, shark leapt into dory",M,31,N
Reported 05-Jun-1935,jun,1935,Unprovoked,SOLOMON ISLANDS,Fishing,M,,Y
19-May-35,may,1935,Provoked,SOUTH AFRICA,Put foot inside a landed & supposedly dead shark,M,,N
12-May-35,may,1935,Unprovoked,AUSTRALIA,Pearl diving,M,,N
25-Apr-35,apr,1935,Invalid,AUSTRALIA,"Disappeared 11 days earlier, probable homicide victim",M,40,N
Reported 12-Apr-1935,apr,1935,Unprovoked,,Diving,F,,N
Reported 08-Apr-1935,apr,1935,Unprovoked,USA,,M,,N
30-Mar-35,mar,1935,Unprovoked,AUSTRALIA,Diving from dinghy for trochus shell,M,,N
Reported 25-Mar-1935,mar,1935,Provoked,SOUTH AFRICA,Put foot inside mouth of supposedly dead shark,M,,N
20-Mar-35,mar,1935,Unprovoked,AUSTRALIA,"Pearl diving, but standing in the water",M,,N
13-Mar-35,mar,1935,Provoked,AUSTRALIA,Hauling in net with shark in it,M,38,N
11-Mar-35,mar,1935,Unprovoked,AUSTRALIA,Surfing,M,,N
09-Mar-35,mar,1935,Unprovoked,AUSTRALIA,Swimming,M,27,Y
02-Mar-35,mar,1935,Unprovoked,AUSTRALIA,Standing,M,22,Y
14-Feb-35,feb,1935,Unprovoked,AUSTRALIA,Surfing (pneumatic surfboard),M,20,N
24-Jan-35,jan,1935,Unprovoked,AUSTRALIA,Fishing,M,,N
24-Jan-35,jan,1935,Boating,AUSTRALIA,Fishing for sharks,,,N
Reported 21-Jan-1935,jan,1935,Invalid,ISRAEL,,,,
17-Jan-35,jan,1935,Invalid,AUSTRALIA,,M,5,N
31-Dec-34,dec,1934,Unprovoked,AUSTRALIA,Splashing,F,13,N
31-Dec-34,dec,1934,Unprovoked,AUSTRALIA,Swimming (lead swimmer in race),M,19,Y
23-Dec-34,dec,1934,Unprovoked,AUSTRALIA,Taken as he dived into the water,M,14,Y
23-Oct-34,oct,1934,Unprovoked,AUSTRALIA,Swimming & splashing,M,12,N
09-Oct-34,oct,1934,Unprovoked,AUSTRALIA,Bathing,F,38,Y
08-Oct-34,oct,1934,Provoked,BERMUDA,Fishing,M,,N
22-Oct-34,oct,1934,Unprovoked,AUSTRALIA,Freediving for trochus shell (submerged),M,,Y
08-Sep-34,sep,1934,Provoked,BERMUDA,Fishing,M,,N
27-Aug-34,aug,1934,Boating,ITALY,Fishing on a boat,M,,N
Reported 26-Aug-1934,aug,1934,Invalid,ITALY / CROATIA,Swimming,F,,N
26-Aug-34,aug,1934,Unprovoked,AUSTRALIA,Dived into sea from launch & bitten immediately,M,,Y
21-Aug-34,aug,1934,Unprovoked,CROATIA,Swimming,F,18,Y
05-Aug-34,aug,1934,Unprovoked,USA,Swimming,M,11,N
11-Jul-34,jul,1934,Boating,AUSTRALIA,Fishing,,,N
  21-Jun-1934,jun,1934,Provoked,AUSTRALIA,Fishing,M,,N
20-Jun-34,jun,1934,Unprovoked,USA,Standing,M,8,Y
15-Apr-34,apr,1934,Unprovoked,AUSTRALIA,Body surfing,M,34,N
01-Apr-34,apr,1934,Unprovoked,SOUTH AFRICA,Swimming,M,,Y
01-Apr-34,apr,1934,Unprovoked,SOUTH AFRICA,Swimming ,M,12,N
01-Apr-34,apr,1934,Unprovoked,AUSTRALIA,Swimming in waist-deep water ,M,15,Y
12-Mar-34,mar,1934,Unprovoked,AUSTRALIA,Swimming in hip-deep water,M,17,Y
24-Feb-34,feb,1934,Unprovoked,AUSTRALIA,Splashing in water ,M,,N
22-Feb-34,feb,1934,Unprovoked,CHILE,Fell into the water,M,,Y
Reported 08-Feb-1934,feb,1934,Boating,TURKEY,Fishing,M,,N
27-Jan-34,jan,1934,Unprovoked,AUSTRALIA,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,M,15,N
07-Jan-34,jan,1934,Unprovoked,AUSTRALIA,Swimming on sandbar adjacent to channel,M,22,N
20-Nov-33,nov,1933,Unprovoked,AUSTRALIA,Free diving for trochus ,M,,Y
18-Nov-33,nov,1933,Unprovoked,AUSTRALIA,Pearl diving,M,17,N
Reported 25-Oct-1933,oct,1933,Unprovoked,AUSTRALIA,Diving,M,,N
Reported 27-Sep-1933,sep,1933,Boating,ISRAEL,Fishing,M,,N
28-Aug-33,aug,1933,Provoked,USA,"Fishing, caught a 15' shark & took it onboard",M,,N
28-Aug-33,aug,1933,Unprovoked,USA,Bathing,M,,N
Reported 26-Aug-1933,aug,1933,Unprovoked,USA,Swimming,F,,N
Reported 07-Jul-1933,jul,1933,Unprovoked,USA,,M,50,N
03-Jul-33,jul,1933,Unprovoked,AUSTRALIA,Pearl diving,M,,N
21-Jun-33,jun,1933,Unprovoked,USA,Sitting in 3' of water,M,15,N
16-Jun-33,jun,1933,Unprovoked,USA,Standing,F,,N
13-Jun-33,jun,1933,Invalid,AUSTRALIA,Fishing,M,,N
24-May-33,may,1933,Sea Disaster,BARBADOS,Yacht of Michael Howell capsized,,,Y
23-May-33,may,1933,Provoked,AUSTRALIA,Fishing,M,,N
Reported 08-Jun-1933,jun,1933,Unprovoked,AUSTRALIA,Treading water,M,,N
03-May-33,may,1933,Sea Disaster,CUBA,Swimming to shore from capsized sailboat,M,,Y
10-Apr-33,apr,1933,Unprovoked,USA,Swimming,M,24,Y
26-Feb-33,feb,1933,Unprovoked,AUSTRALIA,Standing on his hands,M,,N
Reported 15-Feb-1933,feb,1933,Unprovoked,AUSTRALIA,Diving for trochus  from dinghy when seized by shark 6' below the surface,M,,N
14-Feb-33,feb,1933,Boating,AUSTRALIA,,,,N
12-Feb-33,feb,1933,Provoked,AUSTRALIA,Fishing,M,,N
04-Jan-33,jan,1933,Unprovoked,AUSTRALIA,Swimming,M,38,Y
Reported 11-Dec-1932,dec,1932,Unprovoked,AUSTRALIA,,M,,N
Reported 09-Dec-1932,dec,1932,Provoked,NEW ZEALAND,Fishing ,M,,N
08-Nov-32,nov,1932,Sea Disaster,CUBA,Hurricane & Tidal Wave,,,
31-Oct-32,oct,1932,Unprovoked,AUSTRALIA,Swimming,M,24,N
11-Oct-32,oct,1932,Unprovoked,CAPE VERDE,Swimming,M,27,Y
Reported 26-Sep-1932,sep,1932,Unprovoked,FIJI,Catching a turtle,M,,N
30-Aug-32,aug,1932,Provoked,AUSTRALIA,,M,,N
30-Aug-32,aug,1932,Provoked,AUSTRALIA,,M,,N
10-Aug-32,aug,1932,Provoked,USA,Fishing,M,,N
09-Aug-32,aug,1932,Unprovoked,AUSTRALIA,Pearl diving,M,,N
06-Aug-32,aug,1932,Provoked,BAHAMAS,On expedition filming a feature movie & standing on tripod,M,18,N
Reported 14-Jul-1932,jul,1932,Invalid,USA,,M,17,Y
02-Jul-32,jul,1932,Boating,CANADA,"Fishing, hauling in fishing gear",M,,N
28-Jun-32,jun,1932,Provoked,USA,Fishing,M,32,N
26-Jun-32,jun,1932,Provoked,USA,Fishing,M,,N
20-Jun-32,jun,1932,Unprovoked,FIJI,Free diving with goggles,F,,Y
12-May-32,may,1932,Unprovoked,AUSTRALIA,Pearl diving,M,,Y
16-Apr-32,apr,1932,Unprovoked,PHILIPPINES,Standing,M,,Y
16-Apr-32,apr,1932,Unprovoked,PHILIPPINES,Standing,F,,Y
16-Feb-32,feb,1932,Unprovoked,USA,Swimming,M,,N
13-Feb-32,feb,1932,Unprovoked,AUSTRALIA,Fishing with dynamite,M,,N
08-Feb-32,feb,1932,Unprovoked,PHILIPPINES,Working near fish traps,M,,Y
27-Jan-32,jan,1932,Unprovoked,AUSTRALIA,Swimming,M,,N
11-Jan-32,jan,1932,Boating,AUSTRALIA,Fishing,,,
06-Jan-32,jan,1932,Provoked,MEXICO,Fishing,M,36 & 23,Y
26-Nov-31,nov,1931,Unprovoked,AUSTRALIA,Diving for trochus from lugger,M,45,N
27-Sep-31,sep,1931,Unprovoked,JAMAICA,Diving off wharf,M,Teen,Y
21-Sep-31,sep,1931,Unprovoked,USA,Swimming,M,,N
21-Sep-31,sep,1931,Unprovoked,USA,Swimming ,F,20,N
02-Sep-31,sep,1931,Invalid,USA,Fishing,M,,Y
31-Aug-31,aug,1931,Unprovoked,CUBA,Swimming,M,18,Y
30-Aug-31,aug,1931,Invalid,USA,,M,,Y
27-Aug-31,aug,1931,Boating,USA,Fishing for bluefish,,,N
25-Aug-31,aug,1931,Unprovoked,CUBA,Swimming a quarter mile offshore,M,23,Y
23-Aug-31,aug,1931,Unprovoked,CUBA,Swimming ,M,,Y
18-Aug-31,aug,1931,Unprovoked,USA,Swimming,M,,N
Reported 06-Aug-1931,aug,1931,Unprovoked,USA,Swimming,M,,N
01-Aug-31,aug,1931,Unprovoked,AUSTRALIA,Fell overboard?,M,,Y
Reported 28-Jul-1931,jul,1931,Unprovoked,FIJI,Swimming,M,,N
15-Jul-31,jul,1931,Unprovoked,USA,Swimming,M,,N
14-Jun-31,jun,1931,Unprovoked,USA,"Fishing, had just speared a ulua",M,,N
13-Jun-31,jun,1931,Provoked,USA,Gaffing & attempting to bring onboard a harpooned shark,M,,N
Reported 04-Jun-1931,jun,1931,Unprovoked,USA,Crabbing,M,,N
02-May-31,may,1931,Boating,AUSTRALIA,,,,N
Reported 27-Apr-1931,apr,1931,Unprovoked,,"Fishing, boat capsized",M,,Y
22-Mar-31,mar,1931,Unprovoked,AUSTRALIA,Fishing with a cast net,M,19,Y
16-Mar-31,mar,1931,Boating,TURKEY,Fishing,,,N
06-Mar-31,mar,1931,Provoked,AUSTRALIA,"Fishing, hauling in net, shark in net",M,,N
10-Feb-31,feb,1931,Invalid,AUSTRALIA,Swimming ,M,39,Y
24-Jan-31,jan,1931,Unprovoked,AUSTRALIA,,M,,N
14-Jan-31,jan,1931,Unprovoked,AUSTRALIA,Pearl diving,M,,N
07-Jan-31,jan,1931,Unprovoked,AUSTRALIA,Swimming,M,18,N
25-Dec-30,dec,1930,Unprovoked,AUSTRALIA,Swimming,M,49,N
13-Dec-30,dec,1930,Unprovoked,AUSTRALIA,Fell overboard,M,,Y
02-Dec-30,dec,1930,Boating,AUSTRALIA,Fishing,,,N
30-Nov-30,nov,1930,Unprovoked,AUSTRALIA,Thrown into water from fishing dinghy,M,,N
Reported 26-Sep-1930,sep,1930,Unprovoked,HONDURAS,Swimming,M,,Y
31-Aug-30,aug,1930,Unprovoked,AUSTRALIA,Fishing,M,17,N
16-Aug-30,aug,1930,Unprovoked,SPAIN,Swimming,M,38,N
06-Aug-30,aug,1930,Unprovoked,USA,Swimming,M,,N
19-Jul-30,jul,1930,Unprovoked,CUBA,Swimming,M,29,N
11-Jul-30,jul,1930,Unprovoked,USA,Swimming,M,21,N
04-Jun-30,jun,1930,Unprovoked,AUSTRALIA,,M,,Y
27-May-30,may,1930,Unprovoked,USA,Swimming / floating,M,,N
Reported 11-May-1930,may,1930,Boating,TURKEY,Fishing,M,,N
11-May-30,may,1930,Invalid,COSTA RICA,Air disaster,,,Y
08-Apr-30,apr,1930,Invalid,SOUTH AFRICA,,M,17,Y
Reported 07-Mar-1930,mar,1930,Unprovoked,USA,Sponge diving,M,,N
20-Feb-30,feb,1930,Unprovoked,AUSTRALIA,Pearl diving,M,19,N
15-Feb-30,feb,1930,Unprovoked,AUSTRALIA,Diving off pier & treading water,M,18,Y
Reported 03-Feb-1930,feb,1930,Provoked,AUSTRALIA,Removing shark from a trap,M,,N
22-Jan-30,jan,1930,Boating,MEXICO,Fishing schooner Jose Luis foundered,,,Y
16-Jan-30,jan,1930,Unprovoked,SOUTH AFRICA,Swimming,M,23,N
26-Dec-29,dec,1929,Unprovoked,AUSTRALIA,Diving by wharf,M,16,Y
21-Dec-29,dec,1929,Unprovoked,AUSTRALIA,Diving,M,,N
16-Dec-29,dec,1929,Unprovoked,AUSTRALIA,Bathing or body surfing ,F,17,N
13-Dec-29,dec,1929,Unprovoked,AUSTRALIA,Pearl diving,M,,N
Reported 03-Dec-1929,dec,1929,Unprovoked,AUSTRALIA,,M,50s,Y
29-Nov-29,nov,1929,Sea Disaster,KIRIBATI,"Sea Disaster, wreck of the  SS Norwich City",,,Y
21-Nov-29,nov,1929,Unprovoked,CUBA,Fishing,M,,N
20-Oct-29,oct,1929,Unprovoked,AUSTRALIA,Pearl diving,M,,N
02-Oct-29,oct,1929,Unprovoked,SPAIN,Fishing ,M,,N
01-Sep-29,sep,1929,Unprovoked,AUSTRALIA,Fell from wharf into water & attacked immediately,M,42,Y
05-Aug-29,aug,1929,Unprovoked,USA,Bathing,M,,N
29-Jul-29,jul,1929,Unprovoked,MEXICO,Swimming,M,,N
Reported 17-Jul-1929,jul,1929,Invalid,CAPE VERDE,,F,,Y
23-Jun-29,jun,1929,Provoked,USA,Fishing,M,,N
31-May-29,may,1929,Unprovoked,AUSTRALIA,Pearl diving,M,,N
Reported 26-Apr-1929,apr,1929,Unprovoked,AUSTRALIA,Diving for trepang,M,,N
Reported 17-Apr-1929,apr,1929,Unprovoked,AUSTRALIA,Diving for trochus,M,,N
